Address,Website,District Number,District Name,School Number,School Name,Total Points 2013,Scale,Did this School Benefit from the One-Letter-Grade-Drop Protection?,Marker_Type,Preliminary Grade 2013,Grade 2012,Grade 2011,Grade 2010,Grade 2009,Grade 2008,Grade 2007,Grade 2006,Grade 2005,Grade 2004,Grade 2003,Grade 2002,Grade 2001,Grade 2000,Grade 1999,Charter,School Type,Free or Reduced-Price Lunch Rate,Minority Rate,Region,Title I,Alt/ESE Code
"SOMERSET ACADEMY CHARTER HIGH SCHOOL MIRAMAR CAMPUS 9300 PEMBROKE RD, MIRAMAR, FL, 33025-1640",                                                                                                    ,6,BROWARD,5007,SOMERSET ACADEMY CHARTER HIGH SCHOOL MIRAMAR CAMPUS,Pending,Pending,Pending,measle_gray,Pending,C,B,C,F,D,D,C,D,D,C,C,C,C,C,NO,3,70,79,4,NO,N
"SOMERSET PREPARATORY CHARTER MIDDLE SCHOOL 9300 PEMBROKE RD, MIRAMAR, FL, 33025-1640",                                                                                                    ,6,BROWARD,5441,SOMERSET PREPARATORY CHARTER MIDDLE SCHOOL,497,900,NA,measle_gray,Pending,A,A,A,B,A,A,B,A,A,A,A,A,C,A,NO,3,29,29,2,NO,N
"LINCOLN-MARTI CHARTER SCHOOLS HIALEAH CAMPUS 9300 PEMBROKE RD, MIRAMAR, FL, 33025-1640",                                                                                                    ,13,DADE,5007,LINCOLN-MARTI CHARTER SCHOOLS HIALEAH CAMPUS,495,800,YES,small_purple,D,F,,F,C,D,C,C,F,C,C,F,C,C,C,NO,1,89,76,1,YES,N
"SYLVANIA HEIGHTS ELEMENTARY SCHOOL 9300 PEMBROKE RD, MIRAMAR, FL, 33025-1640",                                                                                                    ,13,DADE,5441,SYLVANIA HEIGHTS ELEMENTARY SCHOOL,518,800,NA,small_purple,D,C,C,,,,A,A,C,A,B,C,C,C,C,NO,1,89,77,2,YES,N
"MOSS PARK ELEMENTARY 9301 N SHORE GOLF CLUB BLVD, ORLANDO, FL, 32832-6032",                                                                                                    ,48,ORANGE,1582,MOSS PARK ELEMENTARY,530,800,NA,small_yellow,B,C,B,A,A,B,A,B,B,B,B,C,C,C,C,NO,1,91,90,5,YES,N
"FORT CLARKE MIDDLE SCHOOL 9301 NW 23RD AVE, GAINESVILLE, FL, 32606-5115",http://www.sbac.edu/pages/ACPS                                                                      ,1,ALACHUA,481,FORT CLARKE MIDDLE SCHOOL,587,900,NA,measle_gray,Pending,A,A,B,B,A,A,B,A,A,A,A,A,C,C,NO,3,25,24,3,NO,N
"MCNICOL MIDDLE SCHOOL 9301 NW 23RD AVE, GAINESVILLE, FL, 32606-5115",http://www.sbac.edu/pages/ACPS                                                                      ,6,BROWARD,481,MCNICOL MIDDLE SCHOOL,478,900,NA,measle_gray,Pending,F,,,,,,,,,,,,,,NO,4,79,55,4,YES,E
"LAKE ASBURY JUNIOR HIGH SCHOOL 9301 NW 23RD AVE, GAINESVILLE, FL, 32606-5115",http://www.sbac.edu/pages/ACPS                                                                      ,10,CLAY,481,LAKE ASBURY JUNIOR HIGH SCHOOL,560,900,YES,small_red,F,D,D,C,A,C,C,B,A,C,C,C,A,D,D,NO,1,95,100,5,YES,N
"JAMES H. BRIGHT ELEMENTARY/J.W. JOHNSON ELEMENTARY 9301 NW 23RD AVE, GAINESVILLE, FL, 32606-5115",http://www.sbac.edu/pages/ACPS                                                                      ,13,DADE,481,JAMES H. BRIGHT ELEMENTARY/J.W. JOHNSON ELEMENTARY,437,800,NA,small_purple,D,C,C,F,C,D,D,C,C,C,D,C,C,C,D,NO,1,97,99,5,YES,N
"THOMAS JEFFERSON ELEMENTARY 9301 NW 23RD AVE, GAINESVILLE, FL, 32606-5115",http://www.sbac.edu/pages/ACPS                                                                      ,16,DUVAL,481,THOMAS JEFFERSON ELEMENTARY,495,800,YES,measle_turquoise,C,B,A,A,A,A,B,A,A,A,N,,,,,NO,2,75,96,5,YES,N
"WINDY HILL MIDDLE SCHOOL 9301 NW 23RD AVE, GAINESVILLE, FL, 32606-5115",http://www.sbac.edu/pages/ACPS                                                                      ,35,LAKE,481,WINDY HILL MIDDLE SCHOOL,566,900,NA,measle_turquoise,C,B,A,A,A,A,B,B,A,A,A,A,C,A,A,NO,1,76,47,2,YES,N
"KILLEARN LAKES ELEMENTARY SCHOOL 9301 NW 23RD AVE, GAINESVILLE, FL, 32606-5115",http://www.sbac.edu/pages/ACPS                                                                      ,37,LEON,481,KILLEARN LAKES ELEMENTARY SCHOOL,633,800,NA,small_yellow,B,A,A,B,A,A,A,A,A,A,A,A,A,A,D,NO,1,77,9,4,YES,N
"WEST GATE ELEMENTARY SCHOOL 9301 NW 23RD AVE, GAINESVILLE, FL, 32606-5115",http://www.sbac.edu/pages/ACPS                                                                      ,50,PALM BEACH,481,WEST GATE ELEMENTARY SCHOOL,491,800,NA,small_yellow,B,A,A,A,A,A,A,A,A,A,A,B,C,C,C,NO,1,69,55,2,YES,N
"CAMPBELL PARK ELEMENTARY SCHOOL 9301 NW 23RD AVE, GAINESVILLE, FL, 32606-5115",http://www.sbac.edu/pages/ACPS                                                                      ,52,PINELLAS,481,CAMPBELL PARK ELEMENTARY SCHOOL,287,800,NA,small_green,A,A,A,B,A,A,A,A,A,A,A,A,C,A,C,NO,1,59,94,5,NO,N
"WINTER HAVEN SENIOR HIGH SCHOOL 9301 NW 23RD AVE, GAINESVILLE, FL, 32606-5115",http://www.sbac.edu/pages/ACPS                                                                      ,53,POLK,481,WINTER HAVEN SENIOR HIGH SCHOOL,Pending,Pending,Pending,small_green,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,NO,1,13,20,4,NO,N
"PACETTI BAY MIDDLE SCHOOL 9301 NW 23RD AVE, GAINESVILLE, FL, 32606-5115",http://www.sbac.edu/pages/ACPS                                                                      ,55,ST. JOHNS,481,PACETTI BAY MIDDLE SCHOOL,638,900,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,NO,4,37,34,3,NO,N
"RIDGE COMMUNITY HIGH SCHOOL 935 E STORY RD, WINTER GARDEN, FL, 34787",                                                                                                    ,53,POLK,937,RIDGE COMMUNITY HIGH SCHOOL,Pending,Pending,Pending,small_green,A,C,B,,,,,,,,,,,,,YES,2,44,59,4,NO,N
"WESTPINE MIDDLE SCHOOL 9393 NW 50TH ST, SUNRISE, FL, 33351-5262",                                                                                                    ,6,BROWARD,2052,WESTPINE MIDDLE SCHOOL,547,900,NA,measle_gray,Pending,A,B,B,A,B,A,B,A,B,B,B,A,C,B,NO,3,34,32,3,NO,N
"ROCKWAY MIDDLE SCHOOL 9393 SW 29TH TER, MIAMI, FL, 33165-3106",http://rockway.dadeschools.net/                                                                     ,13,DADE,6821,ROCKWAY MIDDLE SCHOOL,615,900,NA,small_purple,D,C,C,C,A,B,C,C,C,B,C,C,C,D,D,NO,1,83,50,2,YES,N
"RICHARD ALLEN LEADERSHIP ACADEMY 940 CALIPH ST, OPA LOCKA, FL, 33054-3507",www.richardallenla.com                                                                              ,13,DADE,2006,RICHARD ALLEN LEADERSHIP ACADEMY,411,NA,NA,small_purple,D,C,C,C,C,F,D,C,F,F,F,D,D,D,D,NO,1,100,100,5,YES,N
"MANATEE ELEMENTARY SCHOOL 9401 N BOULEVARD, TAMPA, FL, 33612-7839",                                                                                                    ,36,LEE,763,MANATEE ELEMENTARY SCHOOL,395,800,YES,small_yellow,B,A,A,A,A,B,A,A,A,A,A,A,A,C,C,NO,2,70,90,5,YES,N
"COOPER CITY HIGH SCHOOL 9401 STIRLING RD, COOPER CITY, FL, 33328-5833",                                                                                                    ,6,BROWARD,1931,COOPER CITY HIGH SCHOOL,Pending,Pending,Pending,measle_gray,Pending,B,A,B,C,A,C,B,D,C,B,B,A,C,C,NO,3,44,35,2,NO,N
"LAKE NONA MIDDLE 9401 STIRLING RD, COOPER CITY, FL, 33328-5833",                                                                                                    ,48,ORANGE,1931,LAKE NONA MIDDLE,651,900,NA,small_yellow,B,A,A,A,A,A,A,A,B,A,,,,,,NO,1,39,31,4,NO,N
"GEORGE W. JENKINS SENIOR HIGH 9401 STIRLING RD, COOPER CITY, FL, 33328-5833",                                                                                                    ,53,POLK,1931,GEORGE W. JENKINS SENIOR HIGH,Pending,Pending,Pending,small_green,A,A,A,A,A,A,A,A,B,A,A,A,B,A,A,NO,1,41,37,2,YES,N
"ENTERPRISE ELEMENTARY SCHOOL 9401 STIRLING RD, COOPER CITY, FL, 33328-5833",                                                                                                    ,64,VOLUSIA,1931,ENTERPRISE ELEMENTARY SCHOOL,486,800,NA,small_green,A,A,A,A,A,,,,,,,,,,,NO,2,68,33,4,NO,N
"FOX CHAPEL MIDDLE SCHOOL 9412 FOX CHAPEL LN, SPRING HILL, FL, 34606-1215",www.edline.net/pages/HCSB_FCMS                                                                      ,27,HERNANDO,202,FOX CHAPEL MIDDLE SCHOOL,478,900,NA,measle_turquoise,C,D,C,C,C,D,C,C,C,B,D,F,D,D,D,NO,1,98,95,4,YES,N
"CASSELBERRY ELEMENTARY SCHOOL 9412 FOX CHAPEL LN, SPRING HILL, FL, 34606-1215",www.edline.net/pages/HCSB_FCMS                                                                      ,59,SEMINOLE,202,CASSELBERRY ELEMENTARY SCHOOL,534,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,NO,1,22,20,4,NO,N
"CRYSTAL RIVER PRIMARY SCHOOL 947 NE 6TH ST, CRYSTAL RIVER, FL, 34428-4423",http://www.citrus.k12.fl.us/crp/                                                                    ,9,CITRUS,102,CRYSTAL RIVER PRIMARY SCHOOL,495,800,YES,measle_white,I,,,,,,,,,,,,,,,NO,4,75,28,4,YES,N
"MIAMI COMMUNITY CHARTER SCHOOL 947 NE 6TH ST, CRYSTAL RIVER, FL, 34428-4423",http://www.citrus.k12.fl.us/crp/                                                                    ,13,DADE,102,MIAMI COMMUNITY CHARTER SCHOOL,437,800,NA,small_red,F,F,D,C,C,C,D,,,,,,,,,NO,2,89,66,4,YES,N
"HAMMOND ELEMENTARY SCHOOL 947 NE 6TH ST, CRYSTAL RIVER, FL, 34428-4423",http://www.citrus.k12.fl.us/crp/                                                                    ,29,HILLSBOROUGH,102,HAMMOND ELEMENTARY SCHOOL,595,800,NA,measle_turquoise,C,C,B,C,C,C,B,B,C,C,C,C,C,C,C,NO,2,90,78,4,YES,N
"YULEE ELEMENTARY SCHOOL 947 NE 6TH ST, CRYSTAL RIVER, FL, 34428-4423",http://www.citrus.k12.fl.us/crp/                                                                    ,45,NASSAU,102,YULEE ELEMENTARY SCHOOL,512,800,NA,small_yellow,B,A,C,B,A,A,A,A,A,A,N,B,D,D,D,NO,1,66,91,4,YES,N
"RAYMOND B. STEWART MIDDLE SCHOOL 947 NE 6TH ST, CRYSTAL RIVER, FL, 34428-4423",http://www.citrus.k12.fl.us/crp/                                                                    ,51,PASCO,102,RAYMOND B. STEWART MIDDLE SCHOOL,462,900,NA,small_green,A,A,,,,,,,,,,,,,,YES,1,65,98,5,NO,N
"GULF BREEZE MIDDLE SCHOOL 947 NE 6TH ST, CRYSTAL RIVER, FL, 34428-4423",http://www.citrus.k12.fl.us/crp/                                                                    ,57,SANTA ROSA,102,GULF BREEZE MIDDLE SCHOOL,680,900,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,C,C,C,C,NO,1,90,88,5,YES,N
"STUDENT LEADERSHIP ACADEMY 947 NE 6TH ST, CRYSTAL RIVER, FL, 34428-4423",http://www.citrus.k12.fl.us/crp/                                                                    ,58,SARASOTA,102,STUDENT LEADERSHIP ACADEMY,674,900,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,N,,NO,1,17,35,5,NO,N
"WILDWOOD ELEMENTARY SCHOOL 947 NE 6TH ST, CRYSTAL RIVER, FL, 34428-4423",http://www.citrus.k12.fl.us/crp/                                                                    ,60,SUMTER,102,WILDWOOD ELEMENTARY SCHOOL,435,800,YES,small_green,A,A,A,B,A,A,A,A,A,A,A,A,A,B,C,NO,1,48,16,1,YES,N
"JUPITER ELEMENTARY SCHOOL 950 TUPELO RD SW, PALM BAY, FL, 32908-7554",http://www.jupiter.brevard.k12.fl.us                                                                ,5,BREVARD,2191,JUPITER ELEMENTARY SCHOOL,441,800,NA,measle_gray,Pending,B,B,D,F,D,F,D,D,D,F,F,D,D,D,NO,3,88,100,5,YES,N
"SPANISH LAKE ELEMENTARY SCHOOL 950 TUPELO RD SW, PALM BAY, FL, 32908-7554",http://www.jupiter.brevard.k12.fl.us                                                                ,13,DADE,2191,SPANISH LAKE ELEMENTARY SCHOOL,582,800,NA,small_purple,D,C,C,A,A,B,C,A,B,C,B,C,C,D,D,NO,1,96,99,5,YES,N
"JOSEPH STILWELL MIDDLE SCHOOL 950 TUPELO RD SW, PALM BAY, FL, 32908-7554",http://www.jupiter.brevard.k12.fl.us                                                                ,16,DUVAL,2191,JOSEPH STILWELL MIDDLE SCHOOL,480,900,NA,measle_turquoise,C,B,A,C,A,A,C,B,C,D,C,D,D,D,D,NO,1,94,99,5,YES,N
"WELLINGTON HIGH SCHOOL 950 TUPELO RD SW, PALM BAY, FL, 32908-7554",http://www.jupiter.brevard.k12.fl.us                                                                ,50,PALM BEACH,2191,WELLINGTON HIGH SCHOOL,Pending,Pending,Pending,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,C,A,NO,1,14,35,5,NO,N
"CALUSA ELEMENTARY SCHOOL 9580 W CALUSA CLUB DR, MIAMI, FL, 33186-1529",http://calusa.dadeschools.net/                                                                      ,13,DADE,671,CALUSA ELEMENTARY SCHOOL,583,800,NA,small_purple,D,C,D,C,B,C,B,B,C,C,D,D,D,D,D,NO,1,93,99,5,YES,N
"BROWN BARGE MIDDLE SCHOOL 9580 W CALUSA CLUB DR, MIAMI, FL, 33186-1529",http://calusa.dadeschools.net/                                                                      ,17,ESCAMBIA,671,BROWN BARGE MIDDLE SCHOOL,685,900,NA,measle_turquoise,C,C,B,C,A,C,A,A,A,A,A,B,B,A,C,NO,1,82,83,2,YES,N
"GULF MIDDLE SCHOOL 9580 W CALUSA CLUB DR, MIAMI, FL, 33186-1529",http://calusa.dadeschools.net/                                                                      ,36,LEE,671,GULF MIDDLE SCHOOL,663,900,NA,small_yellow,B,A,A,B,A,A,A,A,B,A,B,B,C,A,C,NO,1,74,70,5,YES,N
"SEA BREEZE ELEMENTARY SCHOOL 9580 W CALUSA CLUB DR, MIAMI, FL, 33186-1529",http://calusa.dadeschools.net/                                                                      ,41,MANATEE,671,SEA BREEZE ELEMENTARY SCHOOL,452,800,NA,small_yellow,B,A,,,,,,,,,,,,,,YES,1,85,96,5,YES,N
"GREENWAY ELEMENTARY SCHOOL 9580 W CALUSA CLUB DR, MIAMI, FL, 33186-1529",http://calusa.dadeschools.net/                                                                      ,42,MARION,671,GREENWAY ELEMENTARY SCHOOL,420,800,NA,small_yellow,B,B,A,B,A,A,A,A,A,A,A,C,C,C,C,NO,1,75,26,1,YES,N
"ADDIE R. LEWIS SCHOOL 9580 W CALUSA CLUB DR, MIAMI, FL, 33186-1529",http://calusa.dadeschools.net/                                                                      ,46,OKALOOSA,671,ADDIE R. LEWIS SCHOOL,592,900,NA,small_yellow,B,A,A,A,,,,,,,,,,,,NO,2,55,35,3,NO,N
"EVANS HIGH 9580 W CALUSA CLUB DR, MIAMI, FL, 33186-1529",http://calusa.dadeschools.net/                                                                      ,48,ORANGE,671,EVANS HIGH,Pending,Pending,Pending,small_yellow,B,A,A,B,B,A,A,A,A,A,A,A,B,A,C,NO,1,57,35,1,YES,N
"HIGHLAND ELEMENTARY SCHOOL 9580 W CALUSA CLUB DR, MIAMI, FL, 33186-1529",http://calusa.dadeschools.net/                                                                      ,50,PALM BEACH,671,HIGHLAND ELEMENTARY SCHOOL,395,800,YES,small_yellow,B,A,A,A,A,A,A,A,A,A,A,A,B,A,C,NO,1,58,20,2,NO,N
"GREENWOOD LAKES MIDDLE SCHOOL 9580 W CALUSA CLUB DR, MIAMI, FL, 33186-1529",http://calusa.dadeschools.net/                                                                      ,59,SEMINOLE,671,GREENWOOD LAKES MIDDLE SCHOOL,560,900,YES,small_green,A,B,A,A,A,D,A,,,,,,,,,YES,1,56,43,2,YES,N
"SEA CASTLE ELEMENTARY SCHOOL 9600 MIRAMAR BLVD, MIRAMAR, FL, 33025-4203",                                                                                                    ,6,BROWARD,2871,SEA CASTLE ELEMENTARY SCHOOL,500,800,NA,measle_gray,Pending,A,A,B,A,A,B,B,A,A,A,A,A,B,A,NO,3,35,45,3,NO,N
"MCDONALD ELEMENTARY SCHOOL 9600 MIRAMAR BLVD, MIRAMAR, FL, 33025-4203",                                                                                                    ,29,HILLSBOROUGH,2871,MCDONALD ELEMENTARY SCHOOL,395,800,YES,measle_turquoise,C,C,C,A,C,A,C,C,B,B,A,B,A,C,C,NO,2,86,82,3,YES,N
"CHARTER HIGH SCHOOL OF THE AMERICAS 970-984 W FLAGLER ST, MIAMI, FL, 33130-1140",                                                                                                    ,13,DADE,7080,CHARTER HIGH SCHOOL OF THE AMERICAS,694,800,NA,measle_turquoise,C,B,A,A,A,A,A,A,A,A,A,A,B,A,B,NO,1,50,19,1,NO,N
"SPRUCE CREEK ELEMENTARY SCHOOL 9702 NW 130TH ST, HIALEAH GARDENS, FL, 33018-1689",                                                                                                    ,64,VOLUSIA,4531,SPRUCE CREEK ELEMENTARY SCHOOL,495,800,YES,small_green,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,NO,1,33,31,2,NO,N
"BELLAMY ELEMENTARY SCHOOL 9720 WILSKY BLVD, TAMPA, FL, 33615-1339",                                                                                                    ,29,HILLSBOROUGH,1776,BELLAMY ELEMENTARY SCHOOL,495,800,YES,measle_turquoise,C,B,A,C,C,A,B,B,C,,,,,,,NO,1,91,96,3,YES,N
"SUNSET PARK ELEMENTARY 9720 WILSKY BLVD, TAMPA, FL, 33615-1339",                                                                                                    ,48,ORANGE,1776,SUNSET PARK ELEMENTARY,533,800,NA,small_yellow,B,A,A,A,A,A,,,,,,,,,,NO,2,31,40,4,NO,N
"ADVANTAGE ACADEMY SANTA FE 9790 SW 107TH CT, MIAMI, FL, 33176-2701",                                                                                                    ,13,DADE,3025,ADVANTAGE ACADEMY SANTA FE,522,800,NA,small_purple,D,C,C,C,C,F,F,C,F,D,D,N,,,,YES,1,66,97,2,YES,N
"OLYMPIA HEIGHTS ELEMENTARY SCHOOL 9797 SW 40TH ST, MIAMI, FL, 33165-4077",http://oheights.dadeschools.net/                                                                    ,13,DADE,4091,OLYMPIA HEIGHTS ELEMENTARY SCHOOL,495,800,YES,small_purple,D,D,C,A,A,C,B,B,C,B,C,C,C,C,C,NO,1,93,90,4,YES,N
"MIAMI CHILDREN'S MUSEUM CHARTER SCHOOL 980 MACARTHUR CSWY, MIAMI, FL, 33132-1604",http://mcmcharter.dadeschools.net                                                                   ,13,DADE,4000,MIAMI CHILDREN'S MUSEUM CHARTER SCHOOL,498,800,NA,small_purple,D,D,C,B,B,B,A,B,,,,,,,,NO,2,87,79,4,YES,N
"MAPLEWOOD ELEMENTARY SCHOOL 9850 RAMBLEWOOD DR, CORAL SPRINGS, FL, 33071-6504",                                                                                                    ,6,BROWARD,2741,MAPLEWOOD ELEMENTARY SCHOOL,462,800,NA,measle_gray,Pending,A,,,,,,,,,,,,,,YES,3,17,36,3,NO,N
"KEY BISCAYNE K-8 CENTER 9850 RAMBLEWOOD DR, CORAL SPRINGS, FL, 33071-6504",                                                                                                    ,13,DADE,2741,KEY BISCAYNE K-8 CENTER,747,900,NA,small_purple,D,,,,,,,,,,,,,,,YES,3,81,88,5,NO,N
"WESTVIEW K-8 9850 RAMBLEWOOD DR, CORAL SPRINGS, FL, 33071-6504",                                                                                                    ,16,DUVAL,2741,WESTVIEW K-8,560,900,YES,measle_turquoise,C,,,,,,,,,,,,,,,YES,3,71,95,5,YES,N
"ROYAL PALM BEACH ELEMENTARY SCHOOL 9850 RAMBLEWOOD DR, CORAL SPRINGS, FL, 33071-6504",                                                                                                    ,50,PALM BEACH,2741,ROYAL PALM BEACH ELEMENTARY SCHOOL,525,800,NA,small_green,A,B,A,,,,,,,,,,,,,YES,2,32,47,5,NO,N
"HAMMOCKS MIDDLE SCHOOL 9889 HAMMOCKS BLVD, MIAMI, FL, 33196-1539",http://hammocks.dadeschools.net/                                                                    ,13,DADE,6221,HAMMOCKS MIDDLE SCHOOL,529,900,NA,small_purple,D,C,C,C,A,A,B,A,A,B,A,B,C,C,C,NO,1,62,39,4,YES,N
"BROWARD CHARTER SCHOOL OF SCIENCE AND TECHNOLOGY 9893 PINES BLVD, PEMBROKE PINES, FL, 33024-6164",                                                                                                    ,6,BROWARD,5055,BROWARD CHARTER SCHOOL OF SCIENCE AND TECHNOLOGY,302,800,NA,measle_gray,Pending,B,C,C,D,D,D,D,,,,,,,,NO,3,74,71,4,YES,N
"EXCELSIOR LANGUAGE ACADEMY OF HIALEAH 9893 PINES BLVD, PEMBROKE PINES, FL, 33024-6164",                                                                                                    ,13,DADE,5029,EXCELSIOR LANGUAGE ACADEMY OF HIALEAH,594,900,NA,small_purple,D,C,B,A,A,B,C,B,A,A,B,C,C,C,D,NO,1,94,86,4,YES,N
"HARTRIDGE ACADEMY 9950 NW 19TH AVE, MIAMI, FL, 33147-1302",http://copecenternorth.dadeschools.net/                                                             ,53,POLK,8121,HARTRIDGE ACADEMY,742,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,NO,1,20,16,3,NO,N
"MATER EAST ACADEMY MIDDLE SCHOOL 998 SW 1ST ST, MIAMI, FL, 33130-1112",                                                                                                    ,13,DADE,6009,MATER EAST ACADEMY MIDDLE SCHOOL,540,900,NA,small_purple,D,C,C,C,A,B,B,C,C,C,A,C,D,C,D,NO,1,100,97,3,YES,N
"MATER ACADEMY EAST CHARTER HIGH SCHOOL 998 SW 1ST ST, MIAMI, FL, 33130-1112",http://materacademyeast.dadeschools.net                                                             ,13,DADE,7037,MATER ACADEMY EAST CHARTER HIGH SCHOOL,Pending,Pending,Pending,small_purple,D,C,B,A,A,B,A,B,A,A,A,A,A,C,C,NO,1,75,40,2,YES,N
"SPORTS LEADERSHIP OF MIAMI CHARTER HIGH SCHOOL 998 SW FIRST ST, MIAMI, FL, 33130-1112",                                                                                                    ,13,DADE,7016,SPORTS LEADERSHIP OF MIAMI CHARTER HIGH SCHOOL,460,NA,NA,small_purple,D,C,B,B,A,C,B,C,C,B,B,B,D,C,D,NO,1,89,67,2,YES,N
