FISCAL_YEAR,SYSTEM_ID,SYSTEM_NAME,SCHOOL_ID,SCHOOL_NAME,FAC_SCHTYPE,GRADE_RANGE,SCHOOL_ADDRESS,SCHOOL_CITY,STATE,SCHOOL_ZIP,MAIL_ADDRESS,MAIL_CITY,MAIL_ZIP,PRINCIPAL_FNAME,PRINCIPAL_LNAME,PRINCIPAL_MNAME,EMAIL_ADDRESS,SCHOOL_PHONE,SCHOOL_FAX
2012,638,Coweta County,0101,Arbor Springs Elementary,E,PK-05,4840 Highway 29 N,Newnan,GA,30265-1407,4840 Highway 29 N,Newnan,30265-1407,Patricia,Falk,,patti.falk@cowetaschools.org,770.463.5903,770.463.5937
2012,638,Coweta County,0103,Willis Road Elementary,E,PK-05,430 Willis Rd,Sharpsburg,GA,30277-2386,430 Willis Rd,Sharpsburg,30277-2386,Charles,Smith,,charles.smith@cowetaschools.org,770.304.7995,770.304.7999
2012,638,Coweta County,0106,Lee Middle School,M,06-08,370 Willis Rd ,Sharpsburg,GA,30277-2389,370 Willis Rd ,Sharpsburg,30277-2389,Robert,Heaberlin,Lee,bob.heaberlin@cowetaschools.org,770.251.1547,..
2012,638,Coweta County,0115,Brooks Elementary,E,PK-05,35 Genesee Point,Newnan,GA,30265,35 Genesee Point,Newnan,30265,Julie,Raschen,Lynn,julie.raschen@cowetaschools.org,770.683.0013,
2012,638,Coweta County,0189,White Oak Elementary School,E,PK-05,770 Lora Smith Rd,Newnan,GA,30265-1781,770 Lora Smith Rd,Newnan,30265-1781,Cheryl,Sanborn,,cheryl.sanborn@cowetaschools.org,770.254.2860,770.304.5927
2012,638,Coweta County,0191,Canongate Elementary School,E,PK-05,200 Pete Rd,Sharpsburg,GA,30277-3279,200 Pete Rd,Sharpsburg,30277-3279,Julie,Lutz,,julie.lutz@cowetaschools.org,770.463.8010,770.463.8012
2012,638,Coweta County,0192,Newnan Crossing Elementary School,E,PK-05,1267 Lower Fayetteville Rd,Newnan,GA,30265-1134,1267 Lower Fayetteville Rd,Newnan,30265-1134,Terri,Lassetter,,terri.lassetter@cowetaschools.org,770.254.2872,770.304.5921
2012,638,Coweta County,0195,Jefferson Parkway Elementary School,E,PK-05,154 Millard Farmer Ind Blvd,Newnan,GA,30263-1090,154 Millard Farmer Ind Blvd,Newnan,30263-1090,Sean,Dye,,sean.dye@cowetaschools.org,770.254.2771,770.254.2775
2012,638,Coweta County,0196,Northgate High School,H,09-12,3220 Fischer Rd,Newnan,GA,30265-1530,3220 Fischer Rd,Newnan,30265-1530,Therese,Reddekopp,,therese.reddekopp@cowetaschools.org,770.463.5585,770.463.4982
2012,638,Coweta County,0199,Poplar Road Elementary School,E,PK-05,2925 Poplar Rd,Sharpsburg,GA,30277-2587,2925 Poplar Rd,Sharpsburg,30277-2587,Lesley,Goodwin,Reed,lesley.goodwin@cowetaschools.org,770.254.2740,770.304.5926
2012,638,Coweta County,0201,Welch Elementary School,E,PK-05,240 Mary Freeman Rd ,Newnan,GA,30265-1601,240 Mary Freeman Rd ,Newnan,30265-1601,Becky,Darrah,D.,becky.darrah@cowetaschools.org,770.254.2597,..
2012,638,Coweta County,0203,Glanton Elementary,E,PK-05,5725 Highway 29 ,Grantville,GA,30220-2140,5725 Highway 29 ,Grantville,30220-2140,Katie,Garrett,,katie.garrett@cowetaschools.org,770.583.2873,770.254.2807
2012,638,Coweta County,0289,East Coweta Middle School,M,06-08,6291 Highway 16 ,Senoia,GA,30276-1754,6291 Highway 16 ,Senoia,30276-1754,Nancy,Cook,,nancy.cook@cowetaschools.org,770.599.6607,770.599.1051
2012,638,Coweta County,0295,Thomas Crossroads Elementary School,E,PK-05,3530 Highway 34 E,Sharpsburg,GA,30277-3549,3530 Highway 34 E,Sharpsburg,30277-3549,Fate,Simmons,,fate.simmons@cowetaschools.org,770.254.2751,770.304.5924
2012,638,Coweta County,0299,Madras Middle School,M,06-08,240 Edgeworth Rd ,Newnan,GA,30263-6918,240 Edgeworth Rd ,Newnan,30263-6918,Lorraine,Johnson,,lorraine.johnson@cowetaschools.org,770.254.2744,770.304.5928
2012,638,Coweta County,0301,Smokey Road Middle School,M,06-08,965 Smokey Rd,Newnan,GA,30263-3072,965 Smokey Rd,Newnan,30263-3072,Laurie,Barron,,laurie.barron@cowetaschools.org,770.254.2840,770.304.59
2012,638,Coweta County,0389,East Coweta High School,H,09-12,400 Highway 154,Sharpsburg,GA,30277-2317,400 Sharpsburg-McCollum Rd. ,Sharpsburg,30277-2317,Rick,Waggoner,,rick.waggoner@cowetaschools.org,770.254.2850,770.254.2857
2012,638,Coweta County,0395,Arnall Middle School,M,06-08,700 Lora Smith Rd ,Newnan,GA,30265-1781,700 Lora Smith Rd ,Newnan,30265-1781,Jan,Franks,Cox,jan.franks@cowetaschools.org,770.254.2765,770.254.2770
2012,638,Coweta County,1050,Arnco-Sargent Elementary School,E,PK-05,2449 Highway 16 W,Newnan,GA,30263-3710,2449 Highway 16 W,Newnan,30263-3710,Monica,Hughes,,monica.hughes@cowetaschools.org,770.254.2830,770.304.5916
2012,638,Coweta County,1054,Ruth Hill Elementary School,E,PK-05,57 Sunset Ln ,Newnan,GA,30263-2836,57 Sunset Ln ,Newnan,30263-2836,Valerie,Mathura,,valerie.mathura@cowetaschools.org,770.254.2895,770.304.5923
2012,638,Coweta County,1056,Evans Middle School,M,06-08,1 Evans Dr,Newnan,GA,30263-1207,1 Evans Dr ,Newnan,30263-1207,Melissa,Wimbish,,melissa.wimbish@cowetaschools.org,770.254.2780,770.254.2783
2012,638,Coweta County,2050,Atkinson Elementary School,E,PK-05,14 Nimmons St ,Newnan,GA,30263-2610,14 Nimmons St ,Newnan,30263-2610,Latrina,Gates,,latrina.gates@cowetaschools.org,770.254.2835,770.304.5917
2012,638,Coweta County,2052,Eastside Elementary School,E,PK-05,1225 Eastside School Rd,Senoia,GA,30276-3232,1225 Eastside School Rd,Senoia,30276-3232,Leigh,Munson,,leigh.munson@cowetaschools.org,770.599.6621,770.599.8530
2012,638,Coweta County,2056,Northside Elementary School,E,PK-05,720 Country Club Rd ,Newnan,GA,30263-5548,720 Country Club Rd ,Newnan,30263-5548,Dana,Ballou,Duffey,dana.ballou@cowetaschools.org,770.254.2890,770.304.5922
2012,638,Coweta County,3052,Elm Street Elementary School,E,KK-05,46 Elm St ,Newnan,GA,30263-1540,46 Elm St ,Newnan,30263-1540,Christi,Hildebrand,,christi.hildebrand@cowetaschools.org,770.254.2865,770.304.5918
2012,638,Coweta County,3054,Moreland Elementary School,E,PK-05,145 Railroad St,Moreland,GA,30259-2351,145 Railroad St,Moreland,30259-2351,Beverly,Yeager,,beverly.yeager@cowetaschools.org,770.254.2875,770.304.5920
2012,638,Coweta County,5054,Newnan High School,H,09-12,190 Lagrange St ,Newnan,GA,30263-2947,190 Lagrange St ,Newnan,30263-2947,Douglas,Moore,,doug.moore@cowetaschools.org,770.254.2880,770.254.2797
2012,638,Coweta County,5056,Western Elementary School,E,PK-05,1730 Welcome Rd,Newnan,GA,30263-4459,1730 Welcome Rd,Newnan,30263-4459,Denise,Pigatt,,denise.pigatt@cowetaschools.org,770.254.2790,770.304.5925
2012,639,Crawford County,0192,Crawford County Elementary School,E,PK-05,191 Lowe Rd,Roberta,GA,31078-4823,P.O. Box 308 ,Roberta,31078-4823,Donald,Spinks,,dspinks@crawford.k12.ga.us,478.836.3171,478.836.9228
2012,639,Crawford County,0193,Crawford County High School,H,09-12,400 E Agency St,Roberta,GA,31078-4930,400 E Agency St ,Roberta,31078-4930,Michael,Campbell,,mcampbell@crawford.k12.ga.us,478.836.3126,4788364853
2012,639,Crawford County,0202,Crawford County Middle School,M,06-08,401 Lowe Rd,Roberta,GA,31078-4899,P.O. Box 335 ,Roberta,31078,Anthony,English,,aenglish@crawford.k12.ga.us,478.836.3181,478.836.3795
2012,640,Crisp County,0196,Crisp County High School,H,09-12,2402 Cougar Aly,Cordele,GA,31015-2097,PO Box 729 ,Cordele,31010,Toriano,Gilbert,,tgilbert@crisp.k12.ga.us,229.276.3430,229.276.3430
2012,640,Crisp County,0197,Crisp County Middle School,M,06-08,1116 E 24th Ave,Cordele,GA,31015-2070,PO Box 729 ,Cordele,31010,David,Mims, ,dmims@crisp.k12.ga.us,229.276.3460,229.276.3466
2012,640,Crisp County,0297,A. S. Clark Elementary School,E,03-05,401 N 15th St,Cordele,GA,31015-2932,PO Box 729 ,Cordele,31010,Kay,Mathews,,,229.276.3425,229.276.3426
2012,640,Crisp County,1050,Blackshear Trail Elementary School,E,PK-02,1001 Blackshear Rd,Cordele,GA,31015-3600,PO Box 729 ,Cordele,31010,Freddie,Gilliam,,fgilliam@crisp.k12.ga.us,229.276.3415,229.276.3417
2012,640,Crisp County,2052,Southwestern Elementary School,E,03-05,1001 W 24th Ave,Cordele,GA,31015-2700,PO Box 729 ,Cordele,31010,Suzi,Giannoni,,sgiannoni@crisp.k12.ga.us,229.276.3420,229.276.3421
2012,640,Crisp County,5050,J. S. Pate Elementary School,E,KK-02,802 E 24th Ave,Cordele,GA,31015-2105,PO Box 729 ,Cordele,31010,Tere,Gibbs,,,229.276.3410,229.276.3410
2012,641,Dade County,0101,Dade Elementary School,E,PK-05,306 Wolverine Dr,Trenton,GA,30752-2405,306 Wolverine Dr,Trenton,30752-2405,Cheryl,Swader,,cherieswader@dadecountyschools.org,706.657.8253,706.657.8433
2012,641,Dade County,0195,Dade County High School,H,09-12,300 Tradition Ln ,Trenton,GA,30752-2667,300 Tradition Ln ,Trenton,30752-2667,Josh,Ingle,,joshingle@dadecountyschools.org,706.657.7517,706.657.4854
2012,641,Dade County,0275,Davis Elementary School,E,PK-05,5491 Highway 301 ,Trenton,GA,30752-5361,5491 Highway 301 ,Trenton,30752-5361,James,Fahrney,,jamesfahrney@dadecountyschools.org,706.657.6300,706.657.7932
2012,641,Dade County,0295,Dade Middle School,M,06-08,250 Pace Dr,Trenton,GA,30752-2412,250 Pace Dr,Trenton,30752-2412,Karen,deMarche,,karendemarche@dadecountyschools.org,706.657.6491,706.657.3055
2012,642,Dawson County,0103,Kilough Elementary School,E,PK-05,1063 Kilough Church Rd ,Dawsonville,GA,30534-6939,1063 Kilough Church Rd ,Dawsonville,30534-6939,Tracey,Compton,,tcompton@dawson.k12.ga.us,706.216.8595,706.216.7424
2012,642,Dawson County,0106,Riverview Middle School,M,06-08,5126 Highway 9 S ,Dawsonville,GA,30534-6023,5126 Highway 9 S ,Dawsonville,30534-6023,William ,Zadernak,S.,jdarnell@dawson.k12.ga.us,706.216.4849,706.216.4849
2012,642,Dawson County,0109,New Dawson County Middle School,M,06-08,332 Highway 9 N ,Dawsonville,GA,30534,332 Highway 9 N ,Dawsonville,30534,Mark ,Merges,,mmerges@dawson.k12.ga.us,706.265.3246,
2012,642,Dawson County,0111,Riverview Elementary School,E,PK-05,370 Dawson Forrest Road,Dawsonville,GA,30534,370 Dawson Forrest Road,Dawsonville,30534,Julia,Mashburn,,jmashburn@dawson.k12.ga.us,706.265.3246,
2012,642,Dawson County,0189,Robinson Elementary School,E,PK-05,1150 Perimeter Rd ,Dawsonville,GA,30534-4311,1150 Perimeter Rd ,Dawsonville,30534-4311,Roxanne,Fausett,,rfausett@dawson.k12.ga.us,706.265.6544,706.265.4017
2012,642,Dawson County,0198,Dawson County High School ,H,09-12,1665 Perimeter Rd ,Dawsonville,GA,30534-4328,P.O. Box 129 ,Dawsonville,30534,Jute,Wilson,,wchelf@dawson.k12.ga.us,706.265.6555,706.265.3936
2012,642,Dawson County,0199,Black's Mill Elementary School,E,KK-05,1860 Dawson Forest Rd E ,Dawsonville,GA,30534-6711,1860 Dawson Forest Rd E ,Dawsonville,30534-6711,Cindy ,Kinney,,ckinney@dawson.k12.ga.us,706.216.3300,706.216.6822
2012,643,Decatur County,0105,West Bainbridge Elementary School,E,PK-04,915 Zorn Rd ,Bainbridge,GA,39817-6708,915 Zorn Rd ,Bainbridge,39817-6708,Allyson,Matthews,G.,akey@dcboe.com,229.248.2821,229.248.2820
2012,643,Decatur County,0191,Potter Street Elementary School,E,PK-04,725 Potter St,Bainbridge,GA,39819-4535,725 Potter St,Bainbridge,39819-4535,Lillie,Brown,H.,lbrown@dcboe.com,229.248.2253,229.248.2995
2012,643,Decatur County,1052,Elcan-King Elementary School,E,PK-04,725 E Louise St,Bainbridge,GA,39819-4625,725 E Louise St,Bainbridge,39819-4625,Estella,Bryant,,ebryant@dcboe.com,229.248.2212,229.248.2263
2012,643,Decatur County,2050,Bainbridge Middle School,M,07-08,1301 E College St ,Bainbridge,GA,39819-4878,1301 E. College Street ,Bainbridge,39819,Marvin,Thomas,,mthomas@dcboe.com,229.248.2206,229.248.2270
2012,643,Decatur County,2052,Hutto Middle School,E,05-06,1201 Martin Luther King Jr Dr,Bainbridge,GA,39817-3815,1201 Martin Luther King Jr Dr,Bainbridge,39817-3815,Roy,Mathews,,rmathews@dcboe.com,229.248.2224,229.243.5303
2012,643,Decatur County,3050,Bainbridge High School,H,09-12,1 Bearcat Blvd,Bainbridge,GA,39819-7917,1 Bearcat Boulevard,Bainbridge,39819,Tommie,Howell,,thowell@dcboe.com,229.248.2230,229.248.2260
2012,643,Decatur County,3052,John Johnson Elementary School,E,PK-04,1947 S West St ,Bainbridge,GA,39819-4941,1947 S West St ,Bainbridge,39819-4941,Kathy,Varner,,kvarner@dcboe.com,229.248.2215,229.248.2272
2012,643,Decatur County,4052,Jones-Wheat Elementary School,E,PK-04,1400 E Broughton St,Bainbridge,GA,39817-4204,1400 E Broughton St,Bainbridge,39817-4204,Larry,Clark,J,lclark@dcboe.com,229.248.2218,229.248.2265
2012,644,DeKalb County,0100,Narvie Harris Elementary School,E,PK-05,3981 McGill Dr ,Decatur,GA,30034-5823,3981 McGill Dr ,Decatur,30034-5823,Sean,Tartt,R.,Sean_R_Tartt@fc.dekalb.k12.ga.us,678.676.9202,678.676.9210
2012,644,DeKalb County,0102,Wynbrooke Elementary School,E,PK-05,440 Wicksbury Way,Stone Mountain,GA,30087-4769,440 Wicksbury Way,Stone Mountain,30087-4769,Myisha,Warren,,myisha_a_warren@fc.dekalb.k12.ga.us,678.676.5002,678.676.5010
2012,644,DeKalb County,0103,"Martin Luther King, Jr. High School ",H,09-12,3991 Snapfinger Rd ,Lithonia,GA,30038-3648,3991 Snapfinger Rd ,Lithonia,30038-3648,Everett,Patrick,,Everett_F_Patrick@fc.dekalb.k12.ga.us,678.874.5402,678.874.5410
2012,644,DeKalb County,0105,Miller Grove High School,H,09-12,2645 Dekalb Medical Pkwy ,Lithonia,GA,30058-4990,2645 Dekalb Medical Pkwy ,Lithonia,30058-4990,Matthew,Priester,,matthew_l_priester@fc.dekalb.k12.ga.us,678.875.1102,678.875.1110
2012,644,DeKalb County,0107,Flat Rock Elementary School,E,PK-05,4603 Evans Mill Rd ,Lithonia,GA,30038-4033,4603 Evans Mill Rd ,Lithonia,30038-4033,Ledra,Jackson,,Ledra_J_Jackson@fc.dekalb.k12.ga.us,678.875.3202,..
2012,644,DeKalb County,0108,Princeton Elementary School,E,PK-05,1301 S Deshon Rd ,Lithonia,GA,30058-6032,1301 S Deshon Rd ,Lithonia,30058-6032,Kyia ,Clark,,Kyia_l_halloway-Clark@fc.dekalb.k12.ga.us,678.875.3002,
2012,644,DeKalb County,0112,Destiny Achievers Academy of Excellence,H,09-12,3595 Linecrest Rd,Ellenwood,GA,30294-1839,3595 Linecrest Rd,Ellenwood,30294-1839,Clarence,Callaway,,Clarence_Callaway@fc.dekalb.k12.ga.us,404.328.0898,
2012,644,DeKalb County,0172,Cedar Grove High School,H,09-12,2360 River Rd ,Ellenwood,GA,30294-1128,2360 River Rd ,Ellenwood,30294-1128,Pamela,Benford,,Pamela_J_Benford@fc.dekalb.k12.ga.us,678.874.4002,678.874.4010
2012,644,DeKalb County,0173,Vanderlyn Elementary School,E,PK-05,1877 Vanderlyn Dr,Dunwoody,GA,30338-4334,1877 Vanderlyn Dr,Dunwoody,30338-4334,Noel,Maloof,,Noel_L_Maloof@fc.dekalb.k12.ga.us,678.874.9002,678.874.9010
2012,644,DeKalb County,0175,Austin Elementary School,E,PK-05,5435 Roberts Dr,Dunwoody,GA,30338-3328,5435 Roberts Dr,Dunwoody,30338-3328,Elizabeth,Ogletree,,elizabeth_h_ogletree@fc.dekalb.k12.ga.us,678.874.8102,678.874.8110
2012,644,DeKalb County,0176,Redan High School,H,09-12,5247 Redan Rd,Stone Mountain,GA,30088-2803,5247 Redan Rd,Stone Mountain,30088-2803,Greg,Goodwin,,gregory_p_goodwin@fc.dekalb.k12.ga.us,678.676.3602,678.676.3610
2012,644,DeKalb County,0181,Eldridge L. Miller Elementary School,E,PK-05,919 Martin Rd,Stone Mountain,GA,30088-2110,919 Martin Rd,Stone Mountain,30088-2110,Anneice,Speer,,ANNEICE_M_SPEER@fc.dekalb.k12.ga.us,678.676.3302,678.676.3310
2012,644,DeKalb County,0188,Panola Way Elementary School,E,PK-05,2170 Panola Way Ct,Lithonia,GA,30058-5525,2170 Panola Way Ct,Lithonia,30058-5525,Ethan,Suber,,eps5937@fc.dekalb.k12.ga.us,678.676.9302,678.676.9310
2012,644,DeKalb County,0189,Peachtree Middle School,M,06-08,4664 N Peachtree Rd ,Atlanta,GA,30338-5811,4664 N Peachtree Rd ,Atlanta,30338-5811,Brian,Heptinstall,,brian_s_heptinstall@fc.dekalb.k12.ga.us,678.676.7702,678.676.7710
2012,644,DeKalb County,0190,Pine Ridge Elementary School,E,PK-05,750 Pine Ridge Dr ,Stone Mountain,GA,30087-4630,750 Pine Ridge Dr ,Stone Mountain,30087-4630,Debra,Phillips,Harris,Debra_H_Phillips@fc.dekalb.k12.ga.us,678.676.3402,678.676.3410
2012,644,DeKalb County,0191,Browns Mill Elementary School,E,PK-05,4863 Browns Mill Rd,Lithonia,GA,30038-2606,4863 Browns Mill Rd,Lithonia,30038-2606,Alyshia,Smith,,,678.676.8302,678.676.8310
2012,644,DeKalb County,0193,Chapel Hill Middle School,M,06-08,3535 Dogwood Farm Rd,Decatur,GA,30034-6405,3535 Dogwood Farm Rd,Decatur,30034-6405,Carlous,Daniel,,Carlous_Daniel@fc.dekalb.k12.ga.us,678.676.8502,678.676.8510
2012,644,DeKalb County,0197,Marbut Elementary School,E,PK-05,5776 Marbut Rd,Lithonia,GA,30058-8351,5776 Marbut Rd,Lithonia,30058-8351,Rachel,Zeigler,,RACHEL_R_ZEIGLER@fc.dekalb.k12.ga.us,678.676.8802,678.676.8810
2012,644,DeKalb County,0199,DeKalb Alternative Night School,H,09-12,955 N Indian Creek Dr ,Clarkston,GA,30021-2221,955 N Indian Creek Dr ,Clarkston,30021-2221,Stanley,Dortch,L,Stanley_L_Dortch@fc.dekalb.k12.ga.us,678.676.2876,678.676.2878
2012,644,DeKalb County,0200,Cedar Grove Middle School,M,06-08,2300 Wildcat Rd,Decatur,GA,30034-3735,2300 Wildcat Rd,Decatur,30034-3735,Patricia,May,,patricia_e_may@fc.dekalb.k12.ga.us,678.874.4202,678.874.4210
2012,644,DeKalb County,0201,Freedom Middle School,M,06-08,505 S Hairston Rd ,Stone Mountain,GA,30088-1612,505 S Hairston Rd ,Stone Mountain,30088-1612,Michael,Jones,,michael_a_jones@fc.dekalb.k12.ga.us,678.874.8702,678.874.8710
2012,644,DeKalb County,0202,Lithonia High School,H,09-12,2440 Phillips Rd,Lithonia,GA,30058-5374,2440 Phillips Rd,Lithonia,30058-5374,Angela,Moton,,angela_i_moton@fc.dekalb.k12.ga.us,678.676.2902,678.676.2910
2012,644,DeKalb County,0203,Lithonia Middle School,M,06-08,2451 Randall Ave,Lithonia,GA,30058-4673,2451 Randall Ave,Lithonia,30058-4673,Lisa,McGhee,,Lisa_M_McGhee@fc.dekalb.k12.ga.us,678.875.0702,678.875.0710
2012,644,DeKalb County,0205,Redan Middle School,M,06-08,1775 Young Rd,Lithonia,GA,30058-5604,1775 Young Rd,Lithonia,30058-5604,Sheila,Johnson-Reese,,Shelia_M_Johnson@fc.dekalb.k12.ga.us,678.874.7902,678.874.7910
2012,644,DeKalb County,0214,Dunwoody Elementary School,E,PK-05,1923 Womack Rd,Dunwoody,GA,30338-4431,1923 Womack Rd,Dunwoody,30338-4431,Johnathan,Clark,,johnathan_m_clark@fc.dekalb.k12.ga.us,678.875.4002,
2012,644,DeKalb County,0215,Museum School Avondale Estates,E,KK-04,3191 Covington Hwy,Avondale Estates,GA,30002-1607,3191 Covington Hwy,Avondale Estates,30002-1607,Katherine,Kelbaugh,,E98000384@fc.dekalb.k12.ga.us,404.292.9760,
2012,644,DeKalb County,0272,Rockbridge Elementary School,E,PK-05,445 Halwick Way ,Stone Mountain,GA,30083-4381,445 Halwick Way ,Stone Mountain,30083-4381,Sadie,Scott,,Sadie_L_Scott@fc.dekalb.k12.ga.us,678.676.6102,678.676.6110
2012,644,DeKalb County,0275,Cedar Grove Elementary School,E,PK-05,2330 River Rd ,Ellenwood,GA,30294-1128,2330 River Rd ,Ellenwood,30294-1128,Bernetta,Jones,,bernetta_jones@fc.dekalb.k12.ga.us,678.874.3902,678.874.3910
2012,644,DeKalb County,0276,Stone Mountain High School,H,09-12,4555 Central Dr,Stone Mountain,GA,30083-2528,4555 Central Dr,Stone Mountain,30083-2528,Carolyn,Williams,D.,CAROLYN_D_WILLIAMS@fc.dekalb.k12.ga.us,678.676.6302,678.676.6310
2012,644,DeKalb County,0288,Kittredge Magnet School,E,04-06,1663 E Nancy Creek Dr NE,Atlanta,GA,30319-1763,1663 E Nancy Creek Dr NE,Atlanta,30319-1763,Gail,Humble,Henson,GAIL_HUMBLE@fc.dekalb.k12.ga.us,678.874.6602,678.874.6610
2012,644,DeKalb County,0290,Sequoyah Middle School,M,06-08,3456 Aztec Rd,Atlanta,GA,30340-2702,3456 Aztec Rd,Atlanta,30340-2702,Brittany ,Cunningham,,brittany_n_cunningham@fc.dekalb.k12.ga.us,678.676.7902,678.676.7910
2012,644,DeKalb County,0291,Salem Middle School,M,06-08,5333 Salem Rd,Lithonia,GA,30038-2865,5333 Salem Rd,Lithonia,30038-2865,Donald,Mason,,Donald_E_Mason@fc.dekalb.k12.ga.us,678.676.9402,678.676.9410
2012,644,DeKalb County,0293,Shadow Rock Elementary School,E,PK-05,1040 King Way Dr,Lithonia,GA,30058-6114,1040 King Way Dr,Lithonia,30058-6114,Alice,Stewart-Reese,,Alice_Stewart-Reese@fc.dekalb.k12.ga.us,678.676.3902,678.676.3910
2012,644,DeKalb County,0297,"Edward L. Bouie, Sr. Elementary School",E,PK-05,5100 Rock Springs Rd ,Lithonia,GA,30038-2328,5100 Rock Springs Rd ,Lithonia,30038-2328,Audrey,Brooks,,audrey_v_brooks@fc.dekalb.k12.ga.us,678.676.8202,678.676.8210
2012,644,DeKalb County,0301,Columbia Middle School,M,06-08,3001 Columbia Dr ,Decatur,GA,30034-4148,3001 Columbia Dr ,Decatur,30034-4148,Stephanie,Amey,,Stephanie_R_Amey@fc.dekalb.k12.ga.us,678.875.0502,678.875.0510
2012,644,DeKalb County,0302,DeKalb Transition School,M,06-09,2670 Old Wesley Chapel Rd,Decatur,GA,30034-2354,2670 Old Wesley Chapel Rd,Decatur,30034-2354,Douglas ,Sanders,M.,Douglas_M_Sanders@fc.dekalb.k12.ga.us,678.874.1002,678.874.1010
2012,644,DeKalb County,0305,Oakview Elementary,E,PK-05,3574 Oakvale Rd,Decatur,GA,30034-4701,3574 Oakvale Rd,Decatur,30034-4701,Sandra,Wilson,,sandra_l_wilson@fc.dekalb.k12.ga.us,678.875.1302,678.875.1310
2012,644,DeKalb County,0309,Wadsworth Magnet School for High Achievers,E,04-06,2084 Green Forrest Dr,Decatur,GA,30032-5901,2084 Green Forrest Dr,Decatur,30032-5901,Cornellia,Crum,,cornellia_crum@fc.dekalb.k12.ga.us,678.874.2402,
2012,644,DeKalb County,0311,Leadership Preparatory Academy,E,KK-06,6400 Woodrow Rd,Lithonia,GA,30038-2437,6400 Woodrow Rd,Lithonia,30038-2437,Frankie,Callaway,,Frankie_Callaway@fc.dekalb.k12.ga.us,404.656.3103,
2012,644,DeKalb County,0375,Fairington Elementary School,E,PK-05,5505 Philip Bradley Dr,Lithonia,GA,30038-1200,5505 Philip Bradley Dr,Lithonia,30038-1200,Jeffery,Jenkins,,jeffery_t_jenkins@fc.dekalb.k12.ga.us,678.676.8702,678.676.8710
2012,644,DeKalb County,0397,Stephenson Middle School,M,06-08,922 Stephenson Rd,Stone Mountain,GA,30087-4619,922 Stephenson Rd,Stone Mountain,30087-4619,Obelia,Hall,,obelia_H_Hall@fc.dekalb.k12.ga.us,678.676.4402,678.676.4410
2012,644,DeKalb County,0399,Robert Shaw Theme School,E,PK-05,385 Glendale Rd,Scottdale,GA,30079-1810,385 Glendale Rd,Scottdale,30079-1810,Edwina,Boggs,,edwina_p_boggs@fc.dekalb.k12.ga.us,678.676.6002,678.676.6010
2012,644,DeKalb County,0401,Mary McLeod Bethune Middle School,M,06-08,5200 Covington Hwy ,Decatur,GA,30035-2201,5200 Covington Hwy ,Decatur,30035-2201,Triscilla,Weaver,,triscilla_r_weaver@fc.dekalb.k12.ga.us,678.875.0302,678.875.0310
2012,644,DeKalb County,0406,Chamblee Middle School,M,06-08,3601 Sexton Woods Dr ,Chamblee,GA,30341-2016,3601 Sexton Woods Dr ,Chamblee,30341-2016,Cynthia,Jackson,,Cynthia_G_Jackson@fc.dekalb.k12.ga.us,678.874.8202,..
2012,644,DeKalb County,0407,Dekalb Early College Academy,H,09-12,1701 Mountain Industrial Blvd ,Stone Mountain,GA,30083-1027,1701 Mountain Industrial Blvd ,Stone Mountain,30083-1027,Sharon,Ordu,,,678.676.0221,
2012,644,DeKalb County,0409,Ronald E McNair Discover Learning Academy Elementary School,E,PK-05,2162 Second Ave,Decatur,GA,30032-5259,2162 Second Ave,Decatur,30032-5259,Marchell,Boston,,marchell_boston_ii@fc.dekalb.k12.ga.us,678.874.3402,
2012,644,DeKalb County,0410,DeKalb School of the Arts,H,08-12,1192 Clarendon Ave,Avondale Estates,GA,30002-1570,1192 Clarendon Ave,Avondale Estates,30002-1570,Susan,McCauley,,susan_m_mccauley@fc.dekalb.k12.ga.us,678.676.2502,
