Division  Num ,Division Name ,NCES School Num ,School  Num ,School Name ,Low  Grades ,High  Grades ,Division  Description ,School Description ,Grade  Standard ,Schedule ,Principal ,Address1 ,City ,State ,Zip ,Phone  Number ,Fall  Membership  Schools,Address
21,Chesterfield County Public Schools,5.10E+11,780,Marguerite F. Christian Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Jennifer  Lenz ,14801 Woods Edge Rd.,Colonial Heights,VA,23834,804-530-5733,Membership,"Marguerite F. Christian Elementary, 14801 Woods Edge Rd., Colonial Heights, VA, 23834"
21,Chesterfield County Public Schools,5.10E+11,370,Matoaca Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mary  Thrift ,6627 River Rd,Petersburg,VA,23803,804-590-3100,Membership,"Matoaca Elementary, 6627 River Rd, Petersburg, VA, 23803"
21,Chesterfield County Public Schools,5.10E+11,530,Matoaca High,9,12,Local Education Agency,Public school - Regular,High,7 A/B,Mr. Stephen  Cunningham ,17700 Longhouse Lane,Chesterfield,VA,23838,804-590-3108,Membership,"Matoaca High, 17700 Longhouse Lane, Chesterfield, VA, 23838"
21,Chesterfield County Public Schools,5.10E+11,110,Matoaca Middle,6,8,Local Education Agency,Public school - Regular,Middle,8 A/B,Wayne  Carter ,20300 Halloway Ave.,Matoaca,VA,23803,804-590-3130,Membership,"Matoaca Middle, 20300 Halloway Ave., Matoaca, VA, 23803"
21,Chesterfield County Public Schools,,865,Matoaca Middle East Campus,,,Local Education Agency,Annex to a public school,,,Wayne  Carter ,6001 Hickory Rd.,Matoaca,VA,23803,804-590-3110,Non-Membership,"Matoaca Middle East Campus, 6001 Hickory Rd., Matoaca, VA, 23803"
21,Chesterfield County Public Schools,5.10E+11,580,Meadowbrook High,9,12,Local Education Agency,Public school - Regular,High,7 A/B,Andrew  Mey ,4901 Cogbill Rd.,Richmond,VA,23234,804-743-3675,Membership,"Meadowbrook High, 4901 Cogbill Rd., Richmond, VA, 23234"
21,Chesterfield County Public Schools,5.10E+11,320,Midlothian High,9,12,Local Education Agency,Public school - Regular,High,7 A/B,Shawn  Abel ,401 Charter Colony Pkwy.,Midlothian,VA,23114,804-378-2440,Membership,"Midlothian High, 401 Charter Colony Pkwy., Midlothian, VA, 23114"
21,Chesterfield County Public Schools,5.10E+11,40,Midlothian Middle,6,8,Local Education Agency,Public school - Regular,Middle,8 A/B,Dr. Patrick  Stanfield ,13501 Midlothian Turnpike,Midlothian,VA,23113,804-378-2460,Membership,"Midlothian Middle, 13501 Midlothian Turnpike, Midlothian, VA, 23113"
21,Chesterfield County Public Schools,5.10E+11,280,Monacan High,9,12,Local Education Agency,Public school - Regular,High,7 A/B,William  Broyles ,11501 Smoketree Dr.,Richmond,VA,23236,804-378-2480,Membership,"Monacan High, 11501 Smoketree Dr., Richmond, VA, 23236"
21,Chesterfield County Public Schools,5.10E+11,360,O.B. Gates Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Giuliana  Brink ,10001 Courthouse Rd.,Chesterfield,VA,23832,804-768-6195,Membership,"O.B. Gates Elementary, 10001 Courthouse Rd., Chesterfield, VA, 23832"
21,Chesterfield County Public Schools,5.10E+11,380,Providence Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Dr. Sharon  Rucker ,11001 W. Providence Rd.,Richmond,VA,23236,804-674-1345,Membership,"Providence Elementary, 11001 W. Providence Rd., Richmond, VA, 23236"
21,Chesterfield County Public Schools,5.10E+11,690,Providence Middle,6,8,Local Education Agency,Public school - Regular,Middle,8 A/B,Dr. Derek  Wasnock ,900 Starlight Lane,Richmond,VA,23235,804-674-1355,Membership,"Providence Middle, 900 Starlight Lane, Richmond, VA, 23235"
21,Chesterfield County Public Schools,5.10E+11,700,Reams Road Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Jodi  Seitz ,10141 Reams Rd.,Richmond,VA,23236,804-674-1370,Membership,"Reams Road Elementary, 10141 Reams Rd., Richmond, VA, 23236"
21,Chesterfield County Public Schools,5.10E+11,730,Robious Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Stacey  Austin ,2801 Robious Crossing Dr.,Midlothian,VA,23113,804-378-2500,Membership,"Robious Elementary, 2801 Robious Crossing Dr., Midlothian, VA, 23113"
21,Chesterfield County Public Schools,5.10E+11,760,Robious Middle,6,8,Local Education Agency,Public school - Regular,Middle,8 A/B,Patrick  Held ,2701 Robious Crossing Dr,Midlothian,VA,23113,804-378-2510,Membership,"Robious Middle, 2701 Robious Crossing Dr, Midlothian, VA, 23113"
21,Chesterfield County Public Schools,5.10E+11,720,Salem Church Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Cathy  Cameron ,9600 Salem Church Rd.,Richmond,VA,23237,804-768-6215,Membership,"Salem Church Elementary, 9600 Salem Church Rd., Richmond, VA, 23237"
21,Chesterfield County Public Schools,5.10E+11,722,Salem Church Middle,6,8,Local Education Agency,Public school - Regular,Middle,8 A/B,Greg  Ecroyd ,9700 Salem Church Rd.;,Richmond,VA,23237,804-768-6225,Membership,"Salem Church Middle, 9700 Salem Church Rd.;, Richmond, VA, 23237"
21,Chesterfield County Public Schools,,8888,Special Situation Schools,,,Local Education Agency,Unknown,,,   ,,,,,,Non-Membership,"Special Situation Schools, , , , "
21,Chesterfield County Public Schools,5.10E+11,800,Spring Run Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Christopher  Hart ,13901 Spring Run Rd,Midlothian,VA,23112,804-639-6352,Membership,"Spring Run Elementary, 13901 Spring Run Rd, Midlothian, VA, 23112"
21,Chesterfield County Public Schools,5.10E+11,340,Swift Creek Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Margaret  Innes ,13800 Genito Rd.,Midlothian,VA,23112,804-739-6305,Membership,"Swift Creek Elementary, 13800 Genito Rd., Midlothian, VA, 23112"
21,Chesterfield County Public Schools,5.10E+11,270,Swift Creek Middle,6,8,Local Education Agency,Public school - Regular,Middle,8 A/B,Dr. James  Frye ,3700 Old Hundred Rd,South Midlothian,VA,23112,804-739-6315,Membership,"Swift Creek Middle, 3700 Old Hundred Rd, South Midlothian, VA, 23112"
21,Chesterfield County Public Schools,5.10E+11,410,Thelma Crenshaw Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Amy  Williams ,11901 Bailey Bridge Rd.,Midlothian,VA,23112,804-739-6250,Membership,"Thelma Crenshaw Elementary, 11901 Bailey Bridge Rd., Midlothian, VA, 23112"
21,Chesterfield County Public Schools,,863,Thomas Dale Annex,,,Local Education Agency,Annex to a public school,,,   ,12400 Branders Bridge Rd.,Chester,VA,23831,804-000-0000,Non-Membership,"Thomas Dale Annex, 12400 Branders Bridge Rd., Chester, VA, 23831"
21,Chesterfield County Public Schools,5.10E+11,610,Thomas Dale High,9,12,Local Education Agency,Public school - Regular,High,7 A/B,Pam  Lumsden ,3626 W. Hundred Rd.,Chester,VA,23831,804-768-6245,Membership,"Thomas Dale High, 3626 W. Hundred Rd., Chester, VA, 23831"
21,Chesterfield County Public Schools,5.10E+11,880,Tomahawk Creek Middle,6,8,Local Education Agency,Public school - Regular,Middle,,David  Ellena ,1600 Learning Place Loop,Midlothian,VA,23114,804-378-7120,Membership,"Tomahawk Creek Middle, 1600 Learning Place Loop, Midlothian, VA, 23114"
21,Chesterfield County Public Schools,5.10E+11,290,W.W. Gordon Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Rosemary  Harris ,11701 Gordon School Rd.,Richmond,VA,23236,804-378-2410,Membership,"W.W. Gordon Elementary, 11701 Gordon School Rd., Richmond, VA, 23236"
21,Chesterfield County Public Schools,5.10E+11,860,Winterpock Elementary,KG,5,Local Education Agency,Public school - Regular,Elementary,,Gloria  Cooper ,9000 Elementary Way Loop,Chesterfield,VA,23832,804-763-5051,Membership,"Winterpock Elementary, 9000 Elementary Way Loop, Chesterfield, VA, 23832"
21,Chesterfield County Public Schools,5.10E+11,440,Woolridge Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,June  Edwards ,5401 Timber Bluff Pkwy.,Midlothian,VA,23112,804-739-6330,Membership,"Woolridge Elementary, 5401 Timber Bluff Pkwy., Midlothian, VA, 23112"
22,Clarke County Public Schools,5.10E+11,250,Boyce Elementary,KG,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Susan  Catlett ,119 W Main St,Boyce,VA,22620,540-955-6115,Membership,"Boyce Elementary, 119 W Main St, Boyce, VA, 22620"
22,Clarke County Public Schools,5.10E+11,10,Clarke County High,9,12,Local Education Agency,Public school - Regular,High,8 A/B,Dr. Jeffrey  Jackson ,627 Mosby Blvd.,Berryville,VA,22611,540-955-6130,Membership,"Clarke County High, 627 Mosby Blvd., Berryville, VA, 22611"
22,Clarke County Public Schools,5.10E+11,290,D.G. Cooley Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. Hubert  Carmichael ,34 Westwood Rd,Berryville,VA,22611,540-955-6120,Membership,"D.G. Cooley Elementary, 34 Westwood Rd, Berryville, VA, 22611"
22,Clarke County Public Schools,5.10E+11,280,Johnson-Williams Middle,6,8,Local Education Agency,Public school - Regular,Middle,8 A/B,Mr. Evan  Robb ,200 Swan Ave,Berryville,VA,22611,540-955-6160,Membership,"Johnson-Williams Middle, 200 Swan Ave, Berryville, VA, 22611"
22,Clarke County Public Schools,,8888,Special Situation Schools,,,Local Education Agency,Unknown,,,   ,,,,,,Non-Membership,"Special Situation Schools, , , , "
202,Colonial Beach Public Schools,5.10E+11,22,Colonial Beach Elementary,KG,7,Local Education Agency,Public school - Regular,Elementary,6 period,Mrs. Mary  Fisher ,315 Douglas Ave.,Colonial Beach,VA,22443,804-224-9897,Membership,"Colonial Beach Elementary, 315 Douglas Ave., Colonial Beach, VA, 22443"
202,Colonial Beach Public Schools,5.10E+11,21,Colonial Beach High,8,12,Local Education Agency,Public school - Regular,High,4X4,   ,100 First St.,Colonial Beach,VA,22443,804-224-7166,Membership,"Colonial Beach High, 100 First St., Colonial Beach, VA, 22443"
202,Colonial Beach Public Schools,,8888,Special Situation Schools,,,Local Education Agency,Unknown,,,   ,,,,,,Non-Membership,"Special Situation Schools, , , , "
106,Colonial Heights Public Schools,5.10E+11,40,Colonial Heights High,9,12,Local Education Agency,Public school - Regular,High,4X4,Kristin  Janssen ,3600 Conduit Rd,Colonial Heights,VA,23834,804-524-3405,Membership,"Colonial Heights High, 3600 Conduit Rd, Colonial Heights, VA, 23834"
106,Colonial Heights Public Schools,5.10E+11,20,Colonial Heights Middle,6,8,Local Education Agency,Public school - Regular,Middle,4X4,Mr. William  Hortz ,500 Conduit Rd,Colonial Heights,VA,23834,804-524-3420,Membership,"Colonial Heights Middle, 500 Conduit Rd, Colonial Heights, VA, 23834"
106,Colonial Heights Public Schools,5.10E+11,161,Colonial Heights Technical Center,,,Local Education Agency,Public center - Career and Technical Ed.,,4X4,   ,3451 Conduit Road,Colonial Heights,VA,23834,804-524-3405,Non-Membership,"Colonial Heights Technical Center, 3451 Conduit Road, Colonial Heights, VA, 23834"
106,Colonial Heights Public Schools,5.10E+11,50,Lakeview Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Valerie  Wiggins ,401 Taswell Ave,Colonial Heights,VA,23834,804-524-3435,Membership,"Lakeview Elementary, 401 Taswell Ave, Colonial Heights, VA, 23834"
106,Colonial Heights Public Schools,5.10E+11,30,North Elementary,KG,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,   ,3201 Dale Ave,Colonial Heights,VA,23834,804-524-3430,Membership,"North Elementary, 3201 Dale Ave, Colonial Heights, VA, 23834"
106,Colonial Heights Public Schools,,8888,Special Situation Schools,,,Local Education Agency,Unknown,,,   ,,,,,,Non-Membership,"Special Situation Schools, , , , "
106,Colonial Heights Public Schools,5.10E+11,60,Tussing Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. David K. Staples ,5501 Conduit Rd,Colonial Heights,VA,23834,804-524-3440,Membership,"Tussing Elementary, 5501 Conduit Rd, Colonial Heights, VA, 23834"
107,Covington Public Schools,5.10E+11,350,Covington High,8,12,Local Education Agency,Public school - Regular,High,7 period,Robert B. McClintic ,606 S. Lexington Avenue,Covington,VA,24426,540-965-1410,Membership,"Covington High, 606 S. Lexington Avenue, Covington, VA, 24426"
107,Covington Public Schools,5.10E+11,260,Edgemont Primary,PK,3,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Ruth F. Fleming ,574 West Indian Valley Road,Covington,VA,24426,540-965-1420,Membership,"Edgemont Primary, 574 West Indian Valley Road, Covington, VA, 24426"
107,Covington Public Schools,5.10E+11,360,Jeter-Watson Intermediate,4,7,Local Education Agency,Public school - Regular,Elementary,7 period,Mr. Marc W. Smith ,560 West Indian Valley Road,Covington,VA,24426,540-965-1430,Membership,"Jeter-Watson Intermediate, 560 West Indian Valley Road, Covington, VA, 24426"
107,Covington Public Schools,,9997,Local or Regional Jail,PK,12,Local Education Agency,Local or Regional Jail,Combined,,   ,340 E. Walnut  St,Covington,VA,24426,540-965-1400,Membership,"Local or Regional Jail, 340 E. Walnut  St, Covington, VA, 24426"
107,Covington Public Schools,,8888,Special Situation Schools,,,Local Education Agency,Unknown,,,   ,,,,,,Non-Membership,"Special Situation Schools, , , , "
23,Craig County Public Schools,5.10E+11,11,Craig County High,6,12,Local Education Agency,Public school - Regular,Combined,7 period,   ,25239 Craigs Creek Road,New Castle,VA,24127,540-864-5185,Membership,"Craig County High, 25239 Craigs Creek Road, New Castle, VA, 24127"
23,Craig County Public Schools,5.10E+11,10,McCleary Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,6 period,Gennifer L. Miller ,25345 Craigs Creek Raod,New Castle,VA,24127,540-864-5173,Membership,"McCleary Elementary, 25345 Craigs Creek Raod, New Castle, VA, 24127"
23,Craig County Public Schools,,8888,Special Situation Schools,,,Local Education Agency,Unknown,,,   ,,,,,,Non-Membership,"Special Situation Schools, , , , "
24,Culpeper County Public Schools,5.10E+11,240,A.G. Richardson Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Susan E. Bridges ,18370 Simms Dr,Culpeper,VA,22701,540-825-0616,Membership,"A.G. Richardson Elementary, 18370 Simms Dr, Culpeper, VA, 22701"
24,Culpeper County Public Schools,5.10E+11,480,Culpeper County High,9,12,Local Education Agency,Public school - Regular,High,4X4,Mr. Jeffrey J Dietz ,14240 Achievement Drive,Culpeper,VA,22701,540-825-8310,Membership,"Culpeper County High, 14240 Achievement Drive, Culpeper, VA, 22701"
24,Culpeper County Public Schools,,583,Culpeper County High Ext Annex,,,Local Education Agency,Annex to a public school,,,   ,14240 Achievement Drive,Culpeper,VA,22701,540-825-3677,Non-Membership,"Culpeper County High Ext Annex, 14240 Achievement Drive, Culpeper, VA, 22701"
24,Culpeper County Public Schools,5.10E+11,20,Culpeper Middle,6,8,Local Education Agency,Public school - Regular,Middle,4X4,Mrs. Margery  Southard ,14300 Achievement Dr,Culpeper,VA,22701,540-825-4140,Membership,"Culpeper Middle, 14300 Achievement Dr, Culpeper, VA, 22701"
24,Culpeper County Public Schools,5.10E+11,50,Eastern View High,9,12,Local Education Agency,Public school - Regular,High,4X4,Mr. E.G.  Bradshaw ,16332 Cyclone Way,Culpeper,VA,22701,540-825-0621,Membership,"Eastern View High, 16332 Cyclone Way, Culpeper, VA, 22701"
24,Culpeper County Public Schools,5.10E+11,450,Emerald Hill Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Renee  Wootten ,11245 Rixeyville Rd,Culpeper,VA,22701,540-937-7361,Membership,"Emerald Hill Elementary, 11245 Rixeyville Rd, Culpeper, VA, 22701"
24,Culpeper County Public Schools,5.10E+11,470,Farmington Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Gail R. Brewer ,500 Sunset Ln,Culpeper,VA,22701,540-825-0713,Membership,"Farmington Elementary, 500 Sunset Ln, Culpeper, VA, 22701"
24,Culpeper County Public Schools,5.10E+11,581,Floyd T. Binns Middle,6,8,Local Education Agency,Public school - Regular,Middle,4X4,Mrs. Sherri  Harkness ,205 Grandview Ave.,Culpeper,VA,22201,540-829-6894,Membership,"Floyd T. Binns Middle, 205 Grandview Ave., Culpeper, VA, 22201"
24,Culpeper County Public Schools,5.10E+11,582,Galbreath-Marshall Building,PK,PK,Local Education Agency,Public school - Preschool,Elementary,Traditional Elementary,   ,1401 Old Fredericksburg Rd.,Culpeper,VA,22701,540-825-3677,Membership,"Galbreath-Marshall Building, 1401 Old Fredericksburg Rd., Culpeper, VA, 22701"
24,Culpeper County Public Schools,,9997,Local or Regional Jail,KG,12,Local Education Agency,Local or Regional Jail,Combined,,   ,1051 N. Main St,Culpeper,VA,22701,540-829-2110,Membership,"Local or Regional Jail, 1051 N. Main St, Culpeper, VA, 22701"
24,Culpeper County Public Schools,5.10E+11,10,Pearl Sample Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Kristin M. Williams ,18480 Simms Dr,Culpeper,VA,22701,540-825-5448,Membership,"Pearl Sample Elementary, 18480 Simms Dr, Culpeper, VA, 22701"
24,Culpeper County Public Schools,,8888,Special Situation Schools,,,Local Education Agency,Unknown,,,   ,,,,,,Non-Membership,"Special Situation Schools, , , , "
24,Culpeper County Public Schools,5.10E+11,460,Sycamore Park Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Valeri L Meza ,451 Radio Ln,Culpeper,VA,22701,540-825-8847,Membership,"Sycamore Park Elementary, 451 Radio Ln, Culpeper, VA, 22701"
24,Culpeper County Public Schools,5.10E+11,40,Yowell Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Cathy  Timmons ,701 Yowell Drive,Culpeper,VA,22701,540-825-9484,Membership,"Yowell Elementary, 701 Yowell Drive, Culpeper, VA, 22701"
25,Cumberland County Public Schools,5.10E+11,140,Cumberland Elementary,PK,4,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. Mark  Mabey ,PO Box 190,Cumberland,VA,23040,804-492-4212,Membership,"Cumberland Elementary, PO Box 190, Cumberland, VA, 23040"
25,Cumberland County Public Schools,5.10E+11,151,Cumberland High,9,12,Local Education Agency,Public school - Regular,High,7 period,Mr. Jeff  Scales ,PO Box 140,Cumberland,VA,23040,804-492-4212,Membership,"Cumberland High, PO Box 140, Cumberland, VA, 23040"
25,Cumberland County Public Schools,5.10E+11,152,Cumberland Middle,5,8,Local Education Agency,Public school - Regular,Combined,7 period,Mr. Jeff  Dingeldein ,PO Box 184,Cumberland,VA,23040,804-492-4212,Membership,"Cumberland Middle, PO Box 184, Cumberland, VA, 23040"
