Address,Website,District Number,District Name,School Number,School Name,Total Points 2013,Scale,Did this School Benefit from the One-Letter-Grade-Drop Protection?,Marker_Type,Preliminary Grade 2013,Grade 2012,Grade 2011,Grade 2010,Grade 2009,Grade 2008,Grade 2007,Grade 2006,Grade 2005,Grade 2004,Grade 2003,Grade 2002,Grade 2001,Grade 2000,Grade 1999,Charter,School Type,Free or Reduced-Price Lunch Rate,Minority Rate,Region,Title I,Alt/ESE Code
"LARGO HIGH SCHOOL 1200 ALAMANDA RD NE, PALM BAY, FL, 32905-4221",http://www.palmbay.es.brevard.k12.fl.us                                                             ,52,PINELLAS,2081,LARGO HIGH SCHOOL,Pending,Pending,Pending,small_green,A,A,A,A,A,A,A,A,A,B,,,,,,NO,2,69,94,5,NO,N
"PINELLAS PREPARATORY ACADEMY 1220 NW 1ST AVE, HOMESTEAD, FL, 33030-4270",http://mastmedical.dadeschools.net                                                                  ,52,PINELLAS,7171,PINELLAS PREPARATORY ACADEMY,605,900,NA,small_green,A,C,C,C,B,B,A,A,B,A,A,B,B,C,C,NO,1,57,26,4,YES,N
"DIXIE M. HOLLINS HIGH SCHOOL 1225 CLEARLAKE RD, COCOA, FL, 32922-6448",http://www.clearlake.brevard.k12.fl.us                                                              ,52,PINELLAS,1031,DIXIE M. HOLLINS HIGH SCHOOL,,,,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,C,C,NO,2,51,84,5,NO,N
"AZALEA ELEMENTARY SCHOOL 1245 SE 7TH AVE, GAINESVILLE, FL, 32641-7151",http://www.williamspta.org/                                                                         ,52,PINELLAS,111,AZALEA ELEMENTARY SCHOOL,509,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,C,A,C,NO,1,91,97,5,YES,N
"PLUMB ELEMENTARY SCHOOL 12500 W SAMPLE RD, CORAL SPRINGS, FL, 33065-8000",                                                                                                    ,52,PINELLAS,3431,PLUMB ELEMENTARY SCHOOL,562,800,NA,small_green,A,A,A,A,A,A,B,,,,,,,,,NO,1,33,36,2,NO,N
"PINELLAS PARK ELEMENTARY SCHOOL 12800 TAFT ST, PEMBROKE PINES, FL, 33028-2563",                                                                                                    ,52,PINELLAS,3391,PINELLAS PARK ELEMENTARY SCHOOL,354,800,NA,small_green,A,,,,,,,,,,,,,,,YES,1,29,62,2,NO,N
"EAST LAKE HIGH SCHOOL 1300 SILVER EAGLE DR, TARPON SPRINGS, FL, 34688-9101",http://www.eastlake-hs.pinellas.k12.fl.us                                                           ,52,PINELLAS,6181,EAST LAKE HIGH SCHOOL,Pending,Pending,Pending,small_green,A,B,A,B,B,A,B,C,F,C,B,F,C,D,D,NO,1,96,99,1,YES,N
"OAKHURST ELEMENTARY SCHOOL 1325 GATEWAY BLVD, BOYNTON BEACH, FL, 33426-8304",                                                                                                    ,52,PINELLAS,2921,OAKHURST ELEMENTARY SCHOOL,527,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,B,C,A,NO,1,27,26,2,NO,N
"SAFETY HARBOR MIDDLE SCHOOL 13601 MONARCH LAKES BLVD, MIRAMAR, FL, 33027-3985",                                                                                                    ,52,PINELLAS,3741,SAFETY HARBOR MIDDLE SCHOOL,579,900,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,B,C,NO,1,40,32,2,NO,N
"BAY POINT ELEMENTARY SCHOOL 13800 NW 152ND PL, ALACHUA, FL, 32615-4433",http://www.sbac.edu/pages/ACPS                                                                      ,52,PINELLAS,161,BAY POINT ELEMENTARY SCHOOL,464,800,NA,small_green,A,A,,,,,,,,,,,,,,YES,4,51,98,5,NO,N
"OZONA ELEMENTARY SCHOOL 1401 N WICKHAM RD, MELBOURNE, FL, 32935-8102",http://www.sabal.brevard.k12.fl.us                                                                  ,52,PINELLAS,3071,OZONA ELEMENTARY SCHOOL,561,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,NO,1,31,25,2,NO,N
"PASADENA FUNDAMENTAL ELEMENTARY SCHOOL 14250 NW 67TH AVE, HIALEAH, FL, 33014-2940",http://mles.dadeschools.net/                                                                        ,52,PINELLAS,3281,PASADENA FUNDAMENTAL ELEMENTARY SCHOOL,629,800,NA,small_green,A,B,A,,,,,,,,,,,,,YES,2,36,94,2,NO,N
"BAY POINT MIDDLE SCHOOL 14533 SW 170TH ST, ARCHER, FL, 32618-4621",http://www.sbac.edu/pages/ACPS                                                                      ,52,PINELLAS,171,BAY POINT MIDDLE SCHOOL,496,900,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,B,A,C,D,NO,4,87,98,5,YES,N
"PLATO ACADEMY CHARTER SCHOOL TARPON SPRINGS 1500 BISCAYNE BLVD STE 129, MIAMI, FL, 33132-1442",http://iprep.dadeschools.net                                                                        ,52,PINELLAS,7581,PLATO ACADEMY CHARTER SCHOOL TARPON SPRINGS,530,800,NA,small_green,A,B,B,A,A,A,A,A,B,A,A,B,B,A,C,NO,1,60,49,4,YES,N
"DUNEDIN ELEMENTARY SCHOOL 1530 S FISKE BLVD, ROCKLEDGE, FL, 32955-2515",http://www.golfview.brevard.k12.fl.us                                                               ,52,PINELLAS,1071,DUNEDIN ELEMENTARY SCHOOL,393,800,NA,small_green,A,A,A,A,A,A,B,A,D,,,,,,,YES,2,50,92,5,NO,N
"MAXIMO ELEMENTARY SCHOOL 1536 NE 179TH ST, NORTH MIAMI BEACH, FL, 33162-1408",http://greynolds.dadeschools.net/                                                                   ,52,PINELLAS,2281,MAXIMO ELEMENTARY SCHOOL,303,800,NA,small_green,A,,,,,,,,,,,,,,,YES,3,90,97,5,YES,N
"WOODLAWN ELEMENTARY SCHOOL 1600 16TH ST N, ST PETERSBURG, FL, 33704-4022",http://www.woodlawn-es.pinellas.k12.fl.us                                                           ,52,PINELLAS,4931,WOODLAWN ELEMENTARY SCHOOL,502,800,NA,small_green,A,A,A,A,C,B,C,C,D,D,B,B,B,C,D,NO,1,89,100,1,YES,N
"PLATO ACADEMY NORTH K-8 CHARTER SCHOOL 1601 CURLEW RD, PALM HARBOR, FL, 34683-6515",http://www.platoacademy.net/web/guest/palm-harbor                                                   ,52,PINELLAS,7281,PLATO ACADEMY NORTH K-8 CHARTER SCHOOL,681,800,NA,small_green,A,A,A,A,A,A,A,A,B,B,B,B,C,C,D,NO,1,91,94,4,YES,N
"BEAR CREEK ELEMENTARY SCHOOL 16213 NW US HIGHWAY 441, ALACHUA, FL, 32615-6399",http://www.sbac.edu/pages/ACPS                                                                      ,52,PINELLAS,271,BEAR CREEK ELEMENTARY SCHOOL,408,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,B,A,A,C,D,NO,1,52,62,5,NO,N
"GULFPORT MONTESSOURI ELEMENTARY SCHOOL 16251 SW 99TH ST, MIAMI, FL, 33196-6192",http://cme.dadeschools.net/                                                                         ,52,PINELLAS,1691,GULFPORT MONTESSOURI ELEMENTARY SCHOOL,395,800,YES,small_green,A,B,A,A,A,A,A,A,B,B,B,A,C,C,A,NO,2,84,93,5,YES,N
"SAWGRASS LAKE ELEMENTARY SCHOOL 16450 MIRAMAR PKWY, MIRAMAR, FL, 33027-4584",                                                                                                    ,52,PINELLAS,3751,SAWGRASS LAKE ELEMENTARY SCHOOL,485,800,NA,small_green,A,D,C,C,A,A,A,C,A,B,B,B,B,B,C,NO,1,64,45,2,NO,N
"SAFETY HARBOR ELEMENTARY SCHOOL 17100 SW 48TH CT, MIRAMAR, FL, 33027-4998",                                                                                                    ,52,PINELLAS,3731,SAFETY HARBOR ELEMENTARY SCHOOL,495,800,YES,small_green,A,A,A,A,,,,,,,,,,,,NO,1,17,44,2,NO,N
"SHORE ACRES ELEMENTARY SCHOOL 180 E MERRITT AVE, MERRITT ISLAND, FL, 32953-3413",http://www.edgewood.brevard.k12.fl.us                                                               ,52,PINELLAS,4021,SHORE ACRES ELEMENTARY SCHOOL,544,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,B,B,C,NO,2,36,34,2,NO,N
"CROSS BAYOU ELEMENTARY SCHOOL 1800 SW 62ND AVE, NORTH LAUDERDALE, FL, 33068-4930",                                                                                                    ,52,PINELLAS,811,CROSS BAYOU ELEMENTARY SCHOOL,495,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,C,C,NO,4,38,76,5,NO,N
"NEWPOINT CHARTER SCHOOL 18180 SW 122ND AVE, MIAMI, FL, 33177-2407",http://rmec.dadeschools.net/                                                                        ,52,PINELLAS,7371,NEWPOINT CHARTER SCHOOL,Pending,Pending,Pending,small_green,A,A,A,B,,,,,,,,,,,,NO,2,42,46,4,NO,N
"TYRONE MIDDLE SCHOOL 18480 SW 304TH ST, HOMESTEAD, FL, 33030-3915",http://redondoelem.dadeschools.net/                                                                 ,52,PINELLAS,4611,TYRONE MIDDLE SCHOOL,483,900,NA,small_green,A,A,,,,,,,,,,,,,,YES,3,27,25,1,NO,N
"JOHN HOPKINS MIDDLE SCHOOL 18600 W DIXIE HWY, MIAMI, FL, 33180-2661",http://ojus.dadeschools.net/                                                                        ,52,PINELLAS,4061,JOHN HOPKINS MIDDLE SCHOOL,445,900,YES,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,NO,1,30,38,2,NO,N
"BARDMOOR ELEMENTARY SCHOOL 1900 MICHIGAN AVE, PANAMA CITY, FL, 32405-1532",                                                                                                    ,52,PINELLAS,131,BARDMOOR ELEMENTARY SCHOOL,495,800,YES,small_green,A,A,B,F,,,,,,,,,,,,YES,4,83,99,5,YES,N
"BAUDER ELEMENTARY SCHOOL 1900 NW 13TH ST, GAINESVILLE, FL, 32609-3411",http://www.sbac.edu/pages/ACPS                                                                      ,52,PINELLAS,151,BAUDER ELEMENTARY SCHOOL,616,800,NA,small_green,A,A,A,,,,,,,,,,,,,YES,1,66,96,5,NO,N
"RIDGECREST ELEMENTARY SCHOOL 1901 119TH ST, LARGO, FL, 33778-1030",http://www.ridgecrest-es.pinellas.k12.fl.us                                                         ,52,PINELLAS,3511,RIDGECREST ELEMENTARY SCHOOL,505,800,NA,small_green,A,A,,,,,,,,,,,,,,NO,1,42,55,2,NO,N
"AZALEA MIDDLE SCHOOL 1901 NE 9TH ST, GAINESVILLE, FL, 32609-3736",http://www.sbac.edu/pages/ACPS                                                                      ,52,PINELLAS,121,AZALEA MIDDLE SCHOOL,432,900,NA,small_green,A,A,,,,,,,,,,,,,,YES,4,21,62,5,NO,N
"IMAGINE CHARTER SCHOOL 1950 1ST AVE N, ST PETERSBURG, FL, 33713-8928",www.imagineschoolsstpetersburg.com                                                                  ,52,PINELLAS,7211,IMAGINE CHARTER SCHOOL,267,800,NA,small_green,A,A,A,A,A,A,A,B,,,,,,,,NO,1,25,58,4,NO,N
"IMAGINE MIDDLE SCHOOL 1950 1ST AVE N, ST PETERSBURG, FL, 33713-8928",www.imagineschoolsstpetersburg.com                                                                  ,52,PINELLAS,7221,IMAGINE MIDDLE SCHOOL,332,800,NA,small_green,A,A,B,A,A,A,C,,,,,,,,,NO,1,52,45,4,NO,N
"OLDSMAR ELEMENTARY SCHOOL 19595 TAFT ST, PEMBROKE PINES, FL, 33029-4620",                                                                                                    ,52,PINELLAS,2961,OLDSMAR ELEMENTARY SCHOOL,456,800,NA,small_green,A,A,A,A,A,C,D,C,C,D,C,C,C,C,C,NO,2,17,33,2,NO,N
"TARPON SPRINGS ELEMENTARY SCHOOL 2005 NW 111TH ST, MIAMI, FL, 33167-3819",http://henryreeves.dadeschools.net/                                                                 ,52,PINELLAS,4491,TARPON SPRINGS ELEMENTARY SCHOOL,443,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,C,C,B,NO,2,42,44,1,NO,N
"DUNEDIN HIGHLAND MIDDLE SCHOOL 201 INDIAN TRL, COCOA, FL, 32927-5909",http://www.fairglen.brevard.k12.fl.us                                                               ,52,PINELLAS,1091,DUNEDIN HIGHLAND MIDDLE SCHOOL,556,900,NA,small_green,A,B,A,A,,,,,,,,,,,,YES,2,75,82,5,NO,N
"MEADOWLAWN MIDDLE SCHOOL 20900 SW 97TH AVE, CUTLER BAY, FL, 33189-2354",http://gulfstreamelm.dadeschools.net/                                                               ,52,PINELLAS,2321,MEADOWLAWN MIDDLE SCHOOL,516,900,NA,small_green,A,,,,,,,,,,,,,,,YES,3,59,100,5,NO,N
"MOUNT VERNON ELEMENTARY SCHOOL 2101 N PINE ISLAND RD, SUNRISE, FL, 33322-3735",                                                                                                    ,52,PINELLAS,2531,MOUNT VERNON ELEMENTARY SCHOOL,436,800,NA,small_green,A,D,,,,,,,,,,,,,,NO,4,90,93,5,YES,N
"OSCEOLA FUNDAMENTAL HIGH 2155 CROTON RD, MELBOURNE, FL, 32935-3337",http://www.johnson.brevard.k12.fl.us                                                                ,52,PINELLAS,3031,OSCEOLA FUNDAMENTAL HIGH,Pending,Pending,Pending,small_green,A,A,A,A,A,A,A,A,A,A,B,A,A,C,C,NO,1,35,26,2,NO,N
"ALFRED ADLER ELEMENTARY SCHOOL 2231 PRAIRIE AVE, MIAMI BEACH, FL, 33139-1517",http://miamibeachhigh.dadeschools.net                                                               ,52,PINELLAS,7201,ALFRED ADLER ELEMENTARY SCHOOL,350,NA,NA,small_green,A,A,A,A,A,A,A,B,,,,,,,,NO,1,39,61,4,NO,N
"NORTHWEST ELEMENTARY SCHOOL 2271 KERNAN BLVD S, JACKSONVILLE, FL, 32246-1186",http://www.duvalschools.org/kms                                                                     ,52,PINELLAS,2791,NORTHWEST ELEMENTARY SCHOOL,495,800,YES,small_green,A,A,C,B,A,B,B,A,A,A,A,A,B,A,D,NO,1,43,27,2,NO,N
"DOUGLAS L. JAMERSON JR. ELEMENTARY 2335 W 18TH ST, JACKSONVILLE, FL, 32209-4560",http://www.duvalschools.org/                                                                        ,52,PINELLAS,1821,DOUGLAS L. JAMERSON JR. ELEMENTARY,558,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,C,C,C,NO,2,83,97,5,YES,N
"ATHENIAN ACADEMY 2351 SE 12TH AVE, HOMESTEAD, FL, 33034-3511",http://homesteadhigh.dadeschools.net/                                                               ,52,PINELLAS,7151,ATHENIAN ACADEMY,495,800,YES,small_green,A,A,A,A,A,A,A,A,A,C,,,,,,YES,2,37,15,4,NO,N
"TARPON SPRINGS MIDDLE SCHOOL 24501 SW 162ND AVE, HOMESTEAD, FL, 33031-1311",http://redlandelem.dadeschools.net/                                                                 ,52,PINELLAS,4581,TARPON SPRINGS MIDDLE SCHOOL,590,900,NA,small_green,A,A,A,B,A,A,A,A,A,A,B,B,N,,,NO,1,54,40,1,YES,N
"CLEARWATER HIGH SCHOOL 2501 HAWKS LANDING BLVD, PANAMA CITY, FL, 32405-6658",                                                                                                    ,52,PINELLAS,711,CLEARWATER HIGH SCHOOL,Pending,Pending,Pending,small_green,A,A,A,A,A,A,A,B,A,A,A,A,A,C,C,NO,1,76,92,5,YES,N
"BELLEAIR ELEMENTARY SCHOOL 2501 NW 11TH ST, FORT LAUDERDALE, FL, 33311-5702",                                                                                                    ,52,PINELLAS,371,BELLEAIR ELEMENTARY SCHOOL,355,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,C,A,NO,1,79,96,5,YES,N
"OSCEOLA MIDDLE SCHOOL 2541 POST RD, MELBOURNE, FL, 32935-2315",http://www.sherwood.brevard.k12.fl.us                                                               ,52,PINELLAS,3041,OSCEOLA MIDDLE SCHOOL,552,900,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,NO,1,23,24,2,NO,N
"JOSEPH L. CARWISE MIDDLE SCHOOL 25705 SW 15TH AVE, NEWBERRY, FL, 32669-2554",http://www.sbac.edu/pages/ACPS                                                                      ,52,PINELLAS,531,JOSEPH L. CARWISE MIDDLE SCHOOL,615,900,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,C,A,NO,1,15,62,5,NO,N
"ORANGE GROVE ELEMENTARY SCHOOL 2600 WINGATE BLVD, WEST MELBOURNE, FL, 32904-7463",http://www.central.brevard.k12.fl.us                                                                ,52,PINELLAS,3021,ORANGE GROVE ELEMENTARY SCHOOL,514,800,NA,small_green,A,B,A,A,A,A,A,A,A,B,A,A,A,B,B,NO,2,34,28,2,NO,N
"LAKEWOOD HIGH SCHOOL 2700 WINGATE BLVD, WEST MELBOURNE, FL, 32904-6684",http://www.meadowlane.is.brevard.k12.fl.us                                                          ,52,PINELLAS,2031,LAKEWOOD HIGH SCHOOL,Pending,Pending,Pending,small_green,A,A,A,A,B,A,B,A,B,B,B,B,C,C,C,NO,2,76,96,5,YES,N
"MARJORIE KINNAN RAWLINGS ELEM 2704 N HIGHLAND AVE, TAMPA, FL, 33602-1416",                                                                                                    ,52,PINELLAS,4351,MARJORIE KINNAN RAWLINGS ELEM,495,800,YES,small_green,A,A,A,A,A,A,A,A,A,A,A,A,B,A,C,NO,1,40,35,1,NO,N
"NEW HEIGHTS ELEMENTARY SCHOOL 2800 TURKEY CREEK RD, PLANT CITY, FL, 33566-0263",                                                                                                    ,52,PINELLAS,4591,NEW HEIGHTS ELEMENTARY SCHOOL,422,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,,,,,YES,1,7,16,1,NO,N
"MADEIRA BEACH FUNDAMENTAL K-8 3060 SW 127TH AVE, MIAMI, FL, 33175-2622",http://greenglade.dadeschools.net/welcome.htm                                                       ,52,PINELLAS,2261,MADEIRA BEACH FUNDAMENTAL K-8,697,900,NA,small_green,A,A,,C,,,,,,,,,,,,YES,3,81,100,5,YES,N
"FUGUITT ELEMENTARY SCHOOL 314 NW 12TH ST, MIAMI, FL, 33136-2514",http://frederickdouglass.dadeschools.net/                                                           ,52,PINELLAS,1361,FUGUITT ELEMENTARY SCHOOL,495,800,YES,small_green,A,A,A,B,,,,,,,,,,,,YES,2,66,79,5,YES,N
"SUTHERLAND ELEMENTARY SCHOOL 3150 N BELCHER RD, PALM HARBOR, FL, 34683-2449",http://www.sutherland-es.pinellas.k12.fl.us                                                         ,52,PINELLAS,6271,SUTHERLAND ELEMENTARY SCHOOL,616,800,NA,small_green,A,B,B,B,B,A,,,,,,,,,,YES,1,0,91,4,NO,N
"LARGO MIDDLE SCHOOL 3215 NW 15TH AVE, GAINESVILLE, FL, 32605-5053",http://www.sbac.edu/pages/ACPS                                                                      ,52,PINELLAS,141,LARGO MIDDLE SCHOOL,478,900,NA,small_green,A,B,B,C,C,,,,,,,,,,,YES,4,88,99,5,YES,N
"SAN JOSE ELEMENTARY SCHOOL 3501 DAVIE RD, DAVIE, FL, 33314-1604",                                                                                                    ,52,PINELLAS,3851,SAN JOSE ELEMENTARY SCHOOL,441,800,NA,small_green,A,A,A,C,B,A,C,A,A,A,A,C,D,C,C,NO,1,88,78,2,YES,N
"WESTGATE ELEMENTARY SCHOOL 3560 58TH ST N, ST PETERSBURG, FL, 33710-1936",http://www.westgate-es.pinellas.k12.fl.us                                                           ,52,PINELLAS,4771,WESTGATE ELEMENTARY SCHOOL,495,800,YES,small_green,A,A,A,A,A,A,A,A,,,F,N,,,,NO,1,63,94,1,NO,N
"FITZGERALD MIDDLE SCHOOL 3600 COLLEGE AVE, DAVIE, FL, 33314-7723",                                                                                                    ,52,PINELLAS,1281,FITZGERALD MIDDLE SCHOOL,560,900,YES,small_green,A,A,A,A,A,A,A,A,A,A,A,B,N,,,YES,2,57,94,5,NO,N
"THURGOOD MARSHALL FUNDAMENTAL 3901 22ND AVE S, ST PETERSBURG, FL, 33711-3149",http://www.marshall-ms.pinellas.k12.fl.us                                                           ,52,PINELLAS,4631,THURGOOD MARSHALL FUNDAMENTAL,602,900,NA,small_green,A,A,A,B,B,A,B,A,A,A,A,A,C,B,B,NO,1,63,46,2,YES,N
"JAMES B. SANDERLIN PK-8 3925 N STATE ROAD 7, LAUDERDALE LAKES, FL, 33319-4831",                                                                                                    ,52,PINELLAS,3761,JAMES B. SANDERLIN PK-8,475,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,N,,,,,NO,1,50,57,2,NO,N
"TARPON SPRINGS FUNDAMENTAL ELE 400 E HARRISON ST, TARPON SPRINGS, FL, 34689-4599",http://www.tarponfund-es.pinellas.k12.fl.us                                                         ,52,PINELLAS,4661,TARPON SPRINGS FUNDAMENTAL ELE,645,800,NA,small_green,A,A,A,A,A,A,A,A,,,,,,,,NO,1,50,36,2,NO,N
"PLATO ACADEMY CHARTER SCHOOL 401 S OLD COACHMAN RD, CLEARWATER, FL, 33765-4410",http://www.platoacademy.net                                                                         ,52,PINELLAS,7181,PLATO ACADEMY CHARTER SCHOOL,670,900,NA,small_green,A,A,A,A,A,A,A,A,A,,,,,,,NO,1,11,26,4,NO,N
"NORTH SHORE ELEMENTARY SCHOOL 408 SW 76TH TER, NORTH LAUDERDALE, FL, 33068-1368",                                                                                                    ,52,PINELLAS,2691,NORTH SHORE ELEMENTARY SCHOOL,395,800,YES,small_green,A,A,,,,,,,,,,,,,,NO,3,66,89,5,NO,N
"CURTIS FUNDAMENTAL ELEMENTARY 4290 N WICKHAM RD, MELBOURNE, FL, 32935-2476",http://www.longleaf.brevard.k12.fl.us                                                               ,52,PINELLAS,3131,CURTIS FUNDAMENTAL ELEMENTARY,590,800,NA,small_green,A,A,B,A,C,A,A,A,A,A,B,C,C,C,C,NO,1,82,65,2,YES,N
"MCMULLEN-BOOTH ELEMENTARY SCHOOL 4555 CRAVEN RD W, JACKSONVILLE, FL, 32257-5003",http://www.duvalschools.org/beauclerc                                                               ,52,PINELLAS,2301,MCMULLEN-BOOTH ELEMENTARY SCHOOL,495,800,YES,small_green,A,,,,,,,,,,,,,,,YES,3,78,97,5,YES,N
"BELCHER ELEMENTARY SCHOOL 4601 SW 20TH TER, GAINESVILLE, FL, 32608-3919",http://www.sbac.edu/pages/ACPS                                                                      ,52,PINELLAS,321,BELCHER ELEMENTARY SCHOOL,471,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,B,C,NO,4,48,90,5,NO,N
"CYPRESS WOODS ELEMENTARY SCHOOL 4900 CYPRESS WOODS BLVD, PALM HARBOR, FL, 34685-1199",http://www.cypress-es.pinellas.k12.fl.us                                                            ,52,PINELLAS,6261,CYPRESS WOODS ELEMENTARY SCHOOL,604,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,B,A,C,C,NO,1,67,20,2,YES,N
"LYNCH ELEMENTARY SCHOOL 500 NW 45TH AVE, COCONUT CREEK, FL, 33066-1736",                                                                                                    ,52,PINELLAS,1421,LYNCH ELEMENTARY SCHOOL,447,800,NA,small_green,A,A,A,A,,,,,,,,,,,,YES,2,78,99,5,YES,N
"HIGH POINT ELEMENTARY SCHOOL 5001 THOMAS ST, HOLLYWOOD, FL, 33021-3411",                                                                                                    ,52,PINELLAS,1811,HIGH POINT ELEMENTARY SCHOOL,396,800,NA,small_green,A,B,A,A,B,,,,,,,,,,,NO,2,86,98,5,YES,N
"FAIRMOUNT PARK ELEMENTARY SCHOOL 5080 SW 92ND AVE, COOPER CITY, FL, 33328-3530",                                                                                                    ,52,PINELLAS,1211,FAIRMOUNT PARK ELEMENTARY SCHOOL,282,800,NA,small_green,A,A,A,B,A,A,A,A,A,A,,,,,,YES,2,60,95,5,NO,N
"BAY VISTA FUNDAMENTAL ELEMENTARY SCHOOL 520 SCHOOL AVE, PANAMA CITY, FL, 32401-5254",                                                                                                    ,52,PINELLAS,231,BAY VISTA FUNDAMENTAL ELEMENTARY SCHOOL,600,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,B,N,,,NO,1,87,99,5,YES,N
"LAKE ST. GEORGE ELEMENTARY SCHOOL 525 NW 147TH ST, MIAMI, FL, 33168-4213",http://jefferson.dadeschools.net/                                                                   ,52,PINELLAS,6281,LAKE ST. GEORGE ELEMENTARY SCHOOL,528,800,NA,small_green,A,B,A,A,A,B,B,,,,,,,,,NO,1,94,87,4,YES,N
"CURLEW CREEK ELEMENTARY SCHOOL 5251 NE 14TH WAY, FORT LAUDERDALE, FL, 33334-4912",                                                                                                    ,52,PINELLAS,851,CURLEW CREEK ELEMENTARY SCHOOL,539,800,NA,small_green,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,NO,1,14,69,5,NO,N
"LEILA DAVIS ELEMENTARY SCHOOL 5301 NE 40TH TER, GAINESVILLE, FL, 32609-1670",http://www.sbac.edu/pages/ACPS                                                                      ,52,PINELLAS,991,LEILA DAVIS ELEMENTARY SCHOOL,495,800,YES,small_green,A,A,A,A,A,A,A,A,A,A,A,A,C,B,C,NO,4,74,94,5,NO,N
"BOCA CIEGA HIGH SCHOOL 5510 NW 27TH AVE, GAINESVILLE, FL, 32606-6405",http://www.sbac.edu/pages/ACPS                                                                      ,52,PINELLAS,431,BOCA CIEGA HIGH SCHOOL,Pending,Pending,Pending,small_green,A,A,A,A,A,A,C,A,A,A,C,C,D,D,D,NO,1,95,97,5,YES,N
"PINELLAS ACADEMY OF MATH AND SCIENCE 5701 W 24TH AVE, HIALEAH, FL, 33016-4425",http://martimast.dadeschools.net                                                                    ,52,PINELLAS,7291,PINELLAS ACADEMY OF MATH AND SCIENCE,474,800,NA,small_green,A,A,A,A,,,,,,,,,,,,NO,1,28,39,4,NO,N
"SKYVIEW ELEMENTARY SCHOOL 5720 NW 13TH AVE, MIAMI, FL, 33142-2604",http://orchardvillaelementaryschool.dadeschools.net/                                                ,52,PINELLAS,4171,SKYVIEW ELEMENTARY SCHOOL,477,800,NA,small_green,A,A,B,A,A,A,A,A,A,B,N,,,,,NO,2,49,52,2,NO,N
"PINELLAS PARK HIGH SCHOOL 6020 W 16TH AVE, HIALEAH, FL, 33012-6214",http://milam.dadeschools.net/                                                                       ,52,PINELLAS,3421,PINELLAS PARK HIGH SCHOOL,Pending,Pending,Pending,small_green,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,NO,1,8,33,2,NO,N
"PINELLAS VIRTUAL K-12 620 E UNIVERSITY AVE, GAINESVILLE, FL, 32601",                                                                                                    ,52,PINELLAS,7023,PINELLAS VIRTUAL K-12,,,,small_green,A,A,B,A,A,A,A,A,A,A,A,A,C,N,,NO,1,44,31,4,NO,N
"SOUTHERN OAK ELEMENTARY SCHOOL 650 NW 2ND AVE, HOMESTEAD, FL, 33030-5809",http://homesteadmiddle.dadeschools.net                                                              ,52,PINELLAS,6251,SOUTHERN OAK ELEMENTARY SCHOOL,438,800,NA,small_green,A,A,A,A,A,A,B,A,B,F,C,N,,,,YES,4,87,100,1,YES,N
"BLANTON ELEMENTARY SCHOOL 650 SW 3RD AVE, DEERFIELD BEACH, FL, 33441-4650",                                                                                                    ,52,PINELLAS,391,BLANTON ELEMENTARY SCHOOL,460,800,NA,small_green,A,A,A,A,A,A,A,A,A,B,A,A,A,B,C,NO,4,60,84,5,NO,N
"NORTHEAST HIGH SCHOOL 777 N NOB HILL RD, PLANTATION, FL, 33324-1028",                                                                                                    ,52,PINELLAS,2641,NORTHEAST HIGH SCHOOL,Pending,Pending,Pending,small_green,A,A,,,,,,,,,,,,,,NO,3,56,83,5,NO,N
"MILDRED HELMS ELEMENTARY SCHOOL 7800 GREGORY DR, JACKSONVILLE, FL, 32210-4685",http://www.duvalschools.org/gde                                                                     ,52,PINELLAS,2431,MILDRED HELMS ELEMENTARY SCHOOL,395,800,YES,small_green,A,A,,,,,,,,,,,,,,NO,4,79,96,5,YES,N
"ACADEMIE DA VINCI CHARTER SCHOOL 7977 W 12TH AVE, HIALEAH, FL, 33014-3534",http://schoolsites.schoolworld.com/schools/Hialeah/                                                 ,52,PINELLAS,7131,ACADEMIE DA VINCI CHARTER SCHOOL,510,800,NA,small_green,A,A,A,A,A,A,A,A,,,,,,,,NO,4,37,21,4,NO,N
